城市,县,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
贵州贵阳,花溪区,406.17760157601094,371.40314334913097,353.951809301837,366.822722797448,343.098051275504,365.361228372578,418.002534352833,449.392118631084,501.914475386877,545.286002387709,565.616066394201,624.088322931596,682.0307112171209,753.271927235879,861.695708107172,865.773687839247,943.2153304038691,1025.85824052958,1008.27973686141,1091.45469125598,1167.14215806099
贵州贵阳,乌当区,440.895228377386,426.64779456755906,425.80100136096996,439.166188100716,407.938446627117,472.771789122515,657.7200603075221,702.49866420807,779.3239624588131,843.405918076684,859.475449287798,891.535052882401,973.985339392982,1083.74168341824,1168.05373632245,1160.29699207058,1140.9069689973799,1149.34629652313,1066.99453754793,1072.80428305797,1134.7768516378499
贵州贵阳,白云区,235.570587580705,219.78000297350698,216.707247347478,222.54422389339902,208.28092111491898,237.236815707986,299.895251663271,322.1153662708,359.170985150928,390.090243146491,397.582291490839,412.957051323524,451.147840444051,481.413182232608,523.800824046206,528.910550067211,552.094062009078,547.9652921763629,489.845266155829,486.29724461368403,500.697683922499
贵州贵阳,小河区,133.964080519795,118.007805265398,110.572125042582,115.841441618289,107.768883843851,117.57299044515499,139.804725060597,151.930710075896,168.702457574754,183.607187447818,193.931214854791,201.96363885460298,220.641490986658,240.947458285533,260.880351995749,258.84651222393103,251.540480449207,289.305206121556,272.967311750762,282.23300810018304,291.55182645117696
贵州贵阳,开阳县,174.271307342857,173.906239338481,178.23641679230698,190.380227322433,178.028352934879,188.36962985299,211.589275362841,233.07172666588,272.168365400206,316.927480839823,341.260352676162,356.848381689515,389.850170251853,417.58338238689004,447.04130698782893,449.20707856130804,443.822646344886,445.668671601142,416.28418360931096,425.343394376206,447.09832090410606
贵州贵阳,息烽县,117.19528045473,109.34518244120699,112.48810349749301,121.048945825017,114.601628993548,128.124412664592,140.22298900991902,152.208971449661,176.59497020983,215.686757793768,249.78713289913398,261.79450524565897,286.005591388166,305.41957058252905,326.164193746396,324.04310849278,316.126305993024,325.743617090097,308.504090713769,333.259219293902,344.868769365808
贵州贵阳,修文县,132.100880512565,123.510477625419,133.362184558883,147.648060449578,137.40886107943498,143.63548956782,159.306281697696,171.742919887991,197.004514602097,214.419581418357,218.43059249521798,226.98507261030997,247.9769385048,265.194753321265,285.871822665919,286.42644363390997,288.095402013347,299.961193643927,281.641297144826,296.94444749356796,323.121907423487
贵州贵阳,清镇市,332.767521291172,307.386905497403,297.581706338952,308.468043304409,287.39939771038297,301.76095066279197,353.119339214388,379.214600167455,425.08579770480696,461.31889414332,468.217725394352,496.56861921793893,543.470867048025,582.737971421659,631.24714692748,634.7601339189649,622.0073985431841,666.8955906681209,646.3687059971151,657.9579258595729,693.807239180926
贵州六盘水,钟山区,475.053895176592,422.071314584967,424.33880727696,434.111845782422,402.00102670393096,423.223866350136,471.592602859607,520.793987139279,596.686287262753,656.0638949960729,663.547002560146,687.50352694055,751.084720512262,809.1531104970351,856.850422977241,850.170362729626,829.534442041846,841.0595727660141,765.052219815067,808.2881839429939,849.264981517461
贵州六盘水,六枝特区,133.591440518349,118.60710621549899,126.353737052764,129.268633837598,122.56531127147201,129.09689397513898,140.902667927565,152.598537372933,178.19813683882998,193.94467893144,195.86187233189,205.616906042075,225.68687661672803,243.27584092141498,263.175487057295,267.449426608695,276.37487783471,325.048870849921,302.682697775309,309.66731193122496,320.882663476335
贵州六盘水,水城县,178.184027358039,182.133006926235,227.194708363829,252.206576286624,237.496796927419,257.318554770786,304.809853067795,349.44063317456,416.08340048042305,466.65437361873694,472.07904034854903,488.848507425544,534.208442682373,579.365831052452,622.91665670409,625.988534938421,631.596918325705,624.38848620554,561.861489344156,573.472022485034,600.467885520379
贵州六盘水,盘县,1103.94600428343,982.417702929667,941.55214913141,976.71336253834,911.016979166229,947.39129273507,1038.39253718344,1140.98293698755,1313.85671272034,1477.86112119731,1507.91006400996,1562.84013097284,1708.12660069978,1836.69245442848,1967.6957927655899,1968.4648904510698,1929.7884040979402,1918.38482377315,1730.2626177636403,1708.9376188910599,1770.1391354869302
贵州遵义,红花岗区,341.02770798989,306.29726740630997,315.178455832732,326.336930288279,311.526056445867,333.950082041904,365.928672662349,390.901577865601,434.643137223845,470.52259623841604,470.54782924602296,487.26312732532,532.325836103989,567.5633397602251,606.000661250471,610.6382367224701,625.859598797701,636.480831075356,594.022481349198,633.912709413507,736.531749042518
贵州遵义,汇川区,260.164827676133,230.839829598103,232.79138227159302,236.27773988957398,221.89928903397197,234.951484628201,278.197809292236,296.404015334879,329.8823640442,358.877688215296,358.76941876157605,371.46145043940504,405.81467403655296,432.918592161145,460.217082341149,459.07512741441997,458.165945164897,477.488635818855,453.85436172510697,471.48827426108204,533.048297590939
贵州遵义,遵义县,209.858427480939,205.832635407513,206.87525264464898,221.880522376856,223.878429008367,264.903908993054,327.65752129946304,352.445856011226,400.66833674004,440.11036322853397,457.166375697855,484.09236712487296,529.012448526032,566.03784768844,636.687467073367,640.4110678775841,653.8905027773781,654.698837362937,604.052207433848,624.988979929684,693.228729121745
贵州遵义,桐梓县,76.701733630944,70.33613878006871,72.5046583726555,77.0914838446968,74.5004833218749,87.4260698181922,112.774417335718,122.43500445676601,137.933990348949,149.99366675268598,152.25564310776102,158.951587439834,173.651630790182,188.920149732043,212.85252570783803,213.132986767635,217.936180356612,216.054333650178,193.777735286041,194.856390682718,206.95452907463002
贵州遵义,绥阳县,43.1641335008146,43.531041739175,45.3784370899791,47.786509191149804,46.6040341589717,51.10389286925469,55.210841310393,59.60358626054369,67.7646202027245,73.362842786996,75.029344023807,77.7525544805434,84.9432088167066,92.25212581475431,101.24095771487,101.548126659372,122.778637899287,122.261038517508,109.823258400051,111.201133019227,123.849815837145
贵州遵义,正安县,20.6815200802464,28.330590368424303,27.3279032252985,28.0286255832705,27.1424910774193,31.7028907238383,35.8661336542894,42.3513810870904,48.834921929534,52.887940300079904,54.591004524864,56.66010619060881,61.9001042972809,66.1581824815992,75.909467035583,76.3297795903087,94.4198870894384,93.546917922925,84.9862666756669,83.313653767565,90.0951979147457
贵州遵义,凤冈县,18.6941067392017,21.6293161082008,22.1345932027787,22.9742832649759,22.1003963807459,24.9441456155354,26.8734587438845,28.994835146352298,33.1732171693046,39.5492416115351,43.7393780156532,45.5624454890418,49.776117932485,53.151355343226605,65.113831746088,67.7268652055446,73.6835750810809,72.7672113982283,65.1636424940678,64.3042725928124,68.4396426205508
贵州遵义,湄潭县,43.598880169168204,44.2937884029403,44.9750732047348,48.2459948564493,45.5202194110887,48.769937723941496,53.2763705447826,58.4348884907291,68.1962419874552,76.6975174591322,84.0168874516809,90.0909474344594,98.4979761810747,105.33924200953699,126.14742338276099,133.682542155403,172.365470962751,175.941084191515,160.468785268294,171.57740382740002,197.818396967107
贵州遵义,余庆县,16.582480064341702,20.8665694444356,28.5379948810313,30.6323776866345,29.3572429535282,49.3534265102698,67.60191080903229,74.1288299710964,87.9275235751457,99.0398377624446,109.38173223701399,116.490972581665,127.41481322506002,137.213997404191,152.498974089402,153.081270670067,191.954319065508,211.885401863886,191.437748044925,197.134179593075,209.72495310195401
贵州遵义,习水县,29.376453447317,28.9843732230802,38.117887155582395,50.1349914804584,51.7403736163306,59.4672321399605,65.9811380054128,72.1810003547387,86.7559787308766,102.241125447695,107.917095530249,113.59593065951701,125.15568533099899,135.447638163177,160.149424294556,166.57603833244198,171.463892179779,175.26119600658402,158.596696538279,170.03149594298702,176.54896015366802
贵州遵义,赤水市,23.4763200910906,20.9755332535449,19.4118869773799,20.9321247525336,19.3201759405242,22.1725738804759,23.8933281049712,25.488741836908503,28.3637172823051,31.145861437751996,31.4896891954398,34.8783622049246,38.1039571465014,40.7868406561316,46.922761258277504,46.5569484351938,46.964058422090496,46.709124623480704,42.4931197504387,43.3494117634876,45.0596856309808
贵州遵义,仁怀市,102.476000397618,97.4136453437358,95.0426154606784,106.09013472137701,100.276425369355,129.437262433831,145.764986338424,164.396819620585,195.89463001279,240.363350367576,255.179658955858,272.20287025147695,297.37653512160904,327.659639208018,407.513980927867,435.62796860104294,462.919724202386,464.205893259733,437.669242337732,487.43768391740997,527.270288675574
贵州安顺,西秀区,389.346694844039,359.635051965324,352.69129716044796,374.582925144729,356.198073010786,378.295229802856,444.353163160066,473.93477179719,530.278192669182,585.7022594139991,602.631430437889,635.7374201897619,694.531218897593,740.987701605194,791.226561217476,797.5407688463639,821.830041532812,857.0116596100601,786.332898303945,800.66752598346,828.1483779167729
贵州安顺,平坝县,160.794160623898,155.76376512177902,150.605990653075,158.267284714278,149.28370092580602,160.02179965054,187.539098276875,201.461234606133,225.61487290424802,245.09858840200903,251.78436477199503,273.443602503826,298.882620384316,332.798138818239,376.572160098133,375.070198716136,393.252272790908,525.47781202963,557.234393792921,626.0521382254279,660.048361357068
贵州安顺,普定县,125.455467153447,120.02363573392101,120.60580168803301,135.85459504022398,133.87468255373,151.755708510889,180.637743113076,193.558611591196,216.42749491498,235.42803185281497,239.73439913906697,250.007548848343,273.203866655152,294.01852457235,312.563393381678,313.41597895866,318.66711892685504,329.574218833908,316.80236168891,354.097992535112,378.327626297699
贵州铜仁,铜仁市,81.5460536497405,97.6860548665091,113.19399029667001,118.547301647275,118.936887985081,129.09689397513898,147.804023091365,159.555071717067,184.98076488459802,207.950312554412,221.559589096033,242.838873612548,266.200570183562,317.94466338244297,389.067895433218,394.637611826579,443.740684637343,484.226174450784,447.49371805274893,462.316691332094,506.46936532943903
贵州铜仁,江口县,13.6634667196823,12.7487656657909,13.361428698716098,13.7335159961745,13.8068574404234,15.413828772172899,17.9853498208098,21.5374303294402,27.315492947959,38.949000170550605,42.474464496174704,44.4595723758426,48.571249722318896,54.03453496373341,67.06894679851621,76.5828064839782,92.6167295234943,93.0081722020877,84.03272401634631,85.1465504112857,91.6993945055887
贵州铜仁,玉屏侗族自治县,49.7474401930252,54.3729407455527,62.2692997845824,66.6764754312411,72.14436430473789,82.2719188722921,101.95183764703299,114.476729167076,136.700785249718,153.928582865806,156.649553228055,162.673784196882,177.793365262628,189.56246218332,202.65192543429998,201.409407360947,217.198524988726,226.699907823736,216.40761507998997,221.17875777273102,267.061671372476
贵州铜仁,石阡县,11.3034133771917,15.30941517986,16.033714438459302,16.5925379135937,15.785997414818501,25.576258467391,34.3499268380002,48.2505222109163,56.5424537997256,64.3592211722283,66.041800595933,68.86064000537489,75.2289588722428,81.4131031994437,90.6153324299344,89.9932318484634,89.6661080519494,88.9225710471536,84.04978014036611,83.5652300412416,86.4048695872989
贵州铜仁,思南县,17.762506735587,19.123148498686398,27.4791646822651,29.5602444676023,29.451487714213698,32.9671164275497,41.512696970125,54.2609678842485,66.2847740836477,77.5645328738876,94.8019395651297,100.22359416197699,109.49239859884,118.10520197868,140.34325876343502,145.237436966311,152.694661152451,158.792065825452,147.71199505264602,148.836719718011,158.41737893749598
贵州铜仁,德江县,24.1594934270747,22.7734361038487,22.1850136884342,23.0253372277869,25.917309188507996,34.5230865244252,48.4140521339242,53.7044451367177,61.166972921840504,67.82728283125,68.8379252179382,72.0314002058226,78.843563502741,85.9895794147971,120.79210823915301,125.75436615375699,144.826337228331,148.69779617176698,133.91328199954899,133.654286859791,145.796439740315
贵州铜仁,沿河土家族自治县,9.81285337140822,11.8225732883617,16.5883397806701,17.6646711326259,20.828092111491898,24.214784632625,26.8734587438845,32.7791898295614,39.1542619005733,48.0860087722038,70.9017314865612,76.2361039498945,83.4371235539991,98.91611749676001,119.94205821635799,122.718043429723,146.301647964104,145.388685067263,131.09982097461602,130.50695457538,141.252679420758
贵州铜仁,松桃苗族自治县,11.6760533786376,10.7329351972684,11.6975526720835,17.2051854673264,20.8752144918347,27.7643414161222,32.467739066055,35.5618035672151,41.1890503143039,71.16195750338619,99.1958496854236,108.288353802246,118.905431490762,128.221623086303,137.708103692771,137.646630156225,153.596239935423,151.486400820408,138.275007914891,142.98860992701,157.129185564252
贵州铜仁,万山特区,11.8002667124529,10.3515618653858,9.57989227455114,10.1086846365894,9.33023130786289,9.62756497441716,10.3520327456987,11.2417595001212,13.195294561768002,15.939744932811001,17.0430453150795,17.9906176590619,19.6544126783337,20.9554437229337,22.6963356086234,22.5193935365883,22.0476993290442,21.5570521566819,19.1581705626806,18.6545482170437,19.2034078357082
贵州黔西南,兴义市,362.951361408289,358.65437768334,367.615760914486,383.976854301963,376.36645179748,406.01094715345096,465.73690756911105,523.632253151686,598.9060564413679,669.6026741649459,730.9202910713191,763.601771751294,837.0821890128641,957.206130516537,1222.0319127699202,1486.6173426063901,1465.72121598995,1465.0852840063899,1317.86300285676,1303.70661924012,1343.32158791878
贵州黔西南,兴仁县,44.468373505875206,61.183178814885494,67.05924592185801,75.30459514630981,83.97208177076601,96.3728978752263,109.58515472214401,118.261083850285,136.207503210026,152.79479347728,170.563601942319,180.181894868919,205.053508517635,243.67728620346298,324.464093700806,387.384174208053,379.81055275387,391.053243177235,350.862547742714,347.655706128416,365.034111704954
贵州黔西南,普安县,13.2908267182365,14.928041847977399,17.243806094192,22.2595277856211,29.027386291128998,32.5294998378034,36.441246584606,39.4018105251773,55.000947425687194,67.49381536403631,78.5577869991945,81.4058216680158,89.0096390260171,96.1060005224203,103.70610278097601,104.92181857496601,101.96036418338701,106.75638494676201,97.8162564390495,98.8120401242359,101.709856987156
贵州黔西南,晴隆县,12.0486933800835,16.0721618436253,18.302636292958198,18.8389122772802,19.0374416584677,20.2276112593815,22.8476682316683,30.1635329161668,45.9368899463419,55.6890670246743,65.17633345102661,67.4820486138759,73.873482135806,83.3400405532767,88.5752123752267,88.13770129488681,85.8139077974323,83.9858857048811,79.7723817311568,84.1536758360494,89.0607543828528
贵州黔西南,贞丰县,25.028986763781703,32.2532874963599,37.0590569568162,43.2427065009657,43.305467534979805,51.201141000309406,70.2160604922896,76.8557914339971,92.3670619323761,114.84619570837,146.39709628070202,156.056545517686,170.564156001632,191.409110480743,229.25849114778,238.266991538809,231.869670638907,248.060083844924,221.893375859512,224.725581043572,242.657321821482
贵州黔西南,望谟县,15.650880060727,15.2004513707507,19.613568920002102,20.1152613475566,19.084564038810502,19.9844909317447,21.5928763837048,24.375696341847,30.2751851861126,41.083191960717805,43.140208453795,45.5624454890418,49.776117932485,54.5965583586013,63.4137317004982,63.425408013162595,62.864629685416,62.605569393891,54.1391156341068,55.340169723965204,56.8407264860828
贵州黔西南,册亨县,14.0361067211282,15.037005657086699,15.5799300675595,16.2351601739163,15.9744869361895,17.601911720904102,24.729856003613502,26.935700980488498,30.090204421228,33.4801337082473,34.0195162343969,35.705517039823995,39.2335210935321,47.8522776201859,56.188306506741704,56.0032857988563,54.832382346210395,55.2017106816082,47.5973864010485,48.544277950022,50.49200514762761
贵州黔西南,安龙县,117.505813789268,117.73539574262499,122.975564513843,125.74591040363501,118.984010365423,125.01247247084099,146.02640130675,157.106371627932,181.15782907698298,198.34644949866,208.577581922438,221.26391833558898,246.922678820905,277.157822726311,317.23866850704997,325.64561215268697,318.913004049483,312.687036852545,291.787204597835,304.194983396424,311.12293442067
贵州毕节,毕节市,96.8242937090216,90.8758167971763,101.597278595898,110.940261188428,107.67463908316499,119.56657713177701,131.439446074174,144.64026208324302,164.81786151217702,181.072834696995,186.541456925206,224.917185523061,251.290326082757,292.493032500566,349.115544361858,367.648076501829,374.72892688620897,374.781088506714,340.906756880532,361.80796103420397,382.709466210606
贵州毕节,大方县,45.524186843305195,46.0916912532441,90.6560332086471,104.76273168829,110.360614762702,123.894118963712,137.08600939001002,156.605501155154,188.002117377713,211.284987226549,213.437512813066,224.02110111858698,245.115376505656,276.274643105805,334.49468396978597,362.418854032659,371.778305414664,385.54691187659904,355.979055321658,380.61051799506197,404.201215103292
贵州毕节,黔西县,53.7843735420223,55.190169313872694,65.3953698952254,81.2268548323924,76.9979694800403,99.0472214792311,134.053595757431,158.720287595771,184.425822589945,204.548944388833,210.50823939953597,219.67853823536498,244.061116821761,277.960713290408,318.683753545801,339.309064410842,333.010417746865,329.070849340273,296.974587846284,297.458893985688,313.793707818866
贵州毕节,金沙县,87.3840803390593,90.2220339425204,89.54678252422539,99.5552274815621,102.63254438649201,113.294072678747,127.047674606302,138.741120959417,163.091374373254,180.005738801911,183.279311532867,192.31349911411,210.701328252788,231.473349629188,256.205076870377,260.870727373287,275.309375636653,279.485379879016,256.93188035996803,269.39823442642796,287.475928259028
贵州毕节,织金县,33.4754934632217,31.218131309821402,32.117849362574105,39.873144955435905,43.1641003939516,47.5057120202301,55.8905202280399,62.9983750204813,77.5686007416082,96.83895247883481,111.312389714113,129.311872522606,143.22870848348902,163.307940737346,196.61657027245602,213.976409746534,230.148474780506,234.912051199922,235.177326992084,236.065225906975,249.791628784752
贵州毕节,纳雍县,17.94882673631,16.7259446982813,16.8908626946033,30.2749999469571,52.0231078983871,70.99113566994471,98.0306131221466,109.801938087818,130.719740518449,149.460118805144,152.388791899285,159.020517009409,178.019278052034,195.18269613200002,231.55362620932598,246.02648294467403,268.670477325676,265.442765844552,245.185240470791,247.126806291381,265.685785677073
贵州毕节,赫章县,38.5682401496488,36.6663217652876,37.1598979281273,39.2094434388921,38.6403518810484,42.5946814019668,50.139390924873894,56.6540156986307,66.9013766332631,75.296954096835,76.22768314752349,80.1650894156666,87.8800750789864,99.71900806085709,134.47791360615,148.02073279667601,144.744375520788,145.372410172117,132.069978569606,133.765716960909,141.961299974467
贵州黔东南,凯里市,203.52354745635898,203.92576874809998,237.934271808457,282.634738122014,273.121316466532,284.207663007416,313.279698041548,335.360607662032,372.859561752389,403.428941835035,405.90409096109204,423.158627620617,462.669392703764,506.784524058076,613.396096448787,616.7952244684279,624.384288061929,622.309177839556,564.296085694454,576.563677290417,624.598599281418
贵州黔东南,黄平县,7.57701336273293,8.00883996953532,12.9076443278163,14.0908937358519,13.147144115625,17.1642951311579,21.0177634533882,22.5391712749955,27.192172438036,32.746505280377306,36.6159176691161,45.7003046281917,50.0773349850265,54.114824020143104,64.0087667164546,65.87133465196811,75.7326177696538,74.6329282836813,69.9554258238488,74.9545552813507,80.0938676994155
贵州黔东南,施秉县,21.6131200838611,20.5941599216623,20.6219786331127,22.2595277856211,21.205071154233902,29.6120559061619,32.7291540343807,36.0070217652398,40.6957682746116,45.1514950607239,46.0694818673242,48.112839563315,52.562375668494,56.282628543205206,61.45861664807,62.4976427363743,63.848170175930996,62.836829028476906,55.777181242575004,55.672850541018704,62.243258074146404
贵州黔东南,三穗县,10.558133374299999,12.3673923339083,12.2017575286388,13.1719224052528,12.487430790826599,14.781715920317302,29.592174414472,37.0644149855482,41.6823323539962,45.2181885541666,45.2040147224179,47.1478255892657,51.5081159845987,57.647542502170204,77.2695470720548,77.3418871649868,86.38763975023271,92.5072008046061,83.73136530806539,83.5920074170899,88.7358050510048
贵州黔东南,镇远县,43.7230935029835,48.2164855308759,65.6474723235031,69.0760116833607,64.2749267874999,68.2195639348852,87.4171654081222,101.843662798128,114.564753718528,125.85062212641999,126.091905573283,133.17192841880302,145.487836377551,167.08152638860201,192.7063401676,192.63780838040302,189.577429546763,190.57312839898,169.591025413509,171.839959049343,182.201126940959
贵州黔东南,岑巩县,7.82544003036352,9.97018853350316,12.000075586016699,12.5082208887091,12.346063649798399,14.2954752650437,22.6908192506729,26.5461350572169,31.8783518151124,34.613923096773604,34.7518345877793,35.9812353181238,39.3088253566674,41.9108874458675,44.5426211944518,44.3640486900579,44.505207195802996,45.571357095916,41.9465831224121,42.3189112997901,48.5080120883445
贵州黔东南,天柱县,16.4582667305264,15.0914875616414,14.7227818114154,15.060919029262,17.7651373892137,19.8386187351626,38.3234343565512,41.7392060648065,48.4649603997648,56.489388945986995,59.184637832444,62.3123308957547,68.0750538743819,73.0630413328341,79.1396571222035,81.3059751658095,85.2401758446319,85.0637163801083,79.0012985005182,78.8276526858669,84.3635491369919
贵州黔东南,锦屏县,10.7444533750229,10.678453292713801,11.3446092724948,11.58924955811,10.6967803378024,11.3294072678747,12.3387865049742,13.133936841725799,15.045102210614,18.207323709863598,18.241384438796,19.0245612026862,20.7839766253644,22.1597795690794,24.3964356542131,28.845065878326597,31.0634871587649,31.5327512192342,28.6759783011962,29.324907428241097,30.4079572183172
贵州黔东南,剑河县,0.2,0.3,0.4,0.5,0.6597133247983871,1.36147383476606,8.36527898642318,9.68349580703511,14.3051791510756,15.472890478711902,15.445259816790799,15.991660141388401,17.4705890474077,18.627061087052198,19.7211605288413,19.5674131104438,22.21162274413,21.7020374898742,19.3823409896094,19.0242480730371,19.689158013028297
贵州黔东南,台江县,13.1045067175135,14.328740897876099,15.025304725348601,15.826728471427801,14.796427427621001,15.8028212963918,50.71450385519049,64.8905523620859,98.718068193414,107.176443962457,107.31792596839101,115.112381190166,125.758119436082,134.64474759908,149.013768995943,148.52678658401499,162.038295812344,158.471160697605,144.28543263961998,146.313037749881,156.166794142742
贵州黔东南,黎平县,16.582480064341702,17.8700646939292,17.2942265798476,20.8810707897225,20.545357829435503,23.9230402394608,29.9058723764629,32.0000579830183,44.1487425524575,52.087618378767196,53.925260567243704,73.2721324581717,86.9764239213618,96.8286020301076,109.486442935981,108.63287968211901,112.779309579051,109.68764724420399,98.1994786654735,96.51189043684751,99.9824088973225
贵州黔东南,榕江县,17.94882673631,18.033510407593102,20.9749220327014,24.403794223685498,23.5140677910282,24.6524012223712,27.2917226932056,29.0504874211053,33.7281594639584,38.615532703337,42.6741876834607,49.2846422460891,56.2522845621275,66.8807839892866,85.3450222886062,88.053358996997,113.59892665448099,111.46121943584899,99.5258363434174,98.5598153935001,102.219173753172
贵州黔东南,从江县,5.40328002096529,7.35505711487938,9.630312760206671,11.0276559671884,10.4611684360887,10.891790678128501,12.704767460630201,13.801764138762701,19.0530187831136,21.0751439279007,24.4993776404268,37.8423336966475,47.2910772490175,57.0855191073023,70.1291268805778,70.1727918443501,69.4215662888493,67.55794769365579,60.534356059815195,60.0567430186288,64.2405926411176
贵州黔东南,雷山县,12.9181867167906,11.931537097470999,12.1513370429833,13.8356239217966,13.147144115625,14.1009790029342,15.841747080538902,17.753075646231,27.068851928112903,35.4142450180863,43.0736340580329,46.665318602241,51.583420247734104,61.0999719277877,77.18454206977529,77.6792563565462,75.89654118473959,74.7223224393324,66.9460125376272,67.8149102096532,74.7730460577624
贵州黔东南,麻江县,13.6634667196823,32.3622513054693,48.3532457436555,76.5809442165862,79.2127213561491,81.7370541514912,87.8877123511085,93.6627784094258,103.835869355221,112.511923437875,112.84360081664,119.248155364663,130.35167948734002,139.702958152892,162.359554353822,169.528018758586,188.839774178877,197.195999934393,184.95401272490898,196.46520547998801,218.743256823502
贵州黔东南,丹寨县,3.6642933475511703,14.328740897876099,17.4959085224697,22.3105817484321,21.1579487738911,22.1239498149485,24.4684410352878,26.323525958204602,30.521826205958703,34.0803751492318,36.41619448183,42.1848965798693,46.6133388807991,50.5821055381159,58.9084665796853,63.1723811194931,95.8951978252109,97.337584726556,89.7664480571716,92.0175146195252,109.94632897179
贵州黔南,都匀市,189.2390140676,194.22798973737002,224.47200213843,230.91707379441303,215.58489006804402,228.38723578200702,248.291936915773,264.96048009939204,295.229300755819,320.929090446386,326.61398560851495,344.647847874749,377.424966834516,412.364593720259,439.22084677811597,436.977445367281,434.888820222709,464.630120231527,423.543597568739,429.191043429981,458.431613284149
贵州黔南,福泉市,160.235200621729,146.283913729268,148.387489284232,153.110834470361,142.309588635081,148.741016448192,164.900562019867,176.195101868237,199.53258505552,216.887240675737,218.097720516408,229.259748406283,250.46197918826797,268.004870295605,292.672222848278,290.474873932622,284.73497200408804,286.108287788248,263.41328699881103,289.560128863812,313.739045128916
贵州黔南,荔波县,20.929946747877,22.7189541992941,31.3615420777411,36.8099071867724,36.472722385282204,43.0809220572404,56.465633158356496,60.382718107086795,68.3195624973783,73.9630842279805,75.4953647941412,78.5107797458679,85.7715557111958,91.4492352506572,97.24572260773449,96.4875887859814,102.943904673902,102.049422303354,91.93021050222801,91.8315350859054,96.849702744462
贵州黔南,贵定县,59.125546896079896,102.262534849101,121.66463188679899,125.235370775524,115.59119898074599,119.27483273861299,128.2501834606,136.515029969294,155.815464287793,168.534457929763,169.098965235554,177.148993807621,194.510911678682,208.67125760883098,223.308140988216,222.74800872707797,218.01814206415503,223.40924660028,202.87155060366203,203.99254747198,211.584363092312
贵州黔南,瓮安县,81.67026698355579,86.7896739555767,86.1181894996492,94.8072089401337,88.49583028366929,95.6435368923159,105.350232235267,112.807160924484,128.93159312456498,144.057945836283,146.66339386375,152.816855747664,171.39250289612102,186.672056152571,210.812405653131,216.16930949167,226.706083063704,229.370705972013,222.41121561494103,228.662777651525,246.36400596783702
贵州黔南,独山县,60.4297869011405,70.9899216347247,76.9416611103423,80.3078835017934,76.9979694800403,79.8893396614515,86.42378852848451,92.5497329143643,103.897529610183,113.84579330672899,115.04055587678701,122.143197286811,133.43915427589,142.67365324005098,159.639394280879,160.587735182263,168.43130900069102,169.416074525042,154.456961444641,159.747089585179,173.50150187037102
贵州黔南,平塘县,12.66976004916,13.8928856614388,18.2522158073027,19.1962900169576,18.0949940516129,19.060633686724902,21.906574345695702,23.7635213195632,26.8838711632283,29.2784436213557,32.0888587572981,40.8063051883703,44.5801237761439,48.093144789415,51.3430213768109,51.28011711702511,49.9146798936354,49.4981103608824,44.182906574206896,44.4662820727876,49.355648789985004
贵州黔南,罗甸县,39.4377334863558,45.8737636350255,48.3028252579999,49.6755058151589,46.6982789196572,48.6726895928868,57.6158590189897,61.5514158769013,69.12114581187821,74.830099642736,78.7575101864806,82.7844130595147,90.44042002558919,96.5074458044688,103.11106776501899,102.64457653193999,102.61605784373,104.74424061740699,93.9444442793131,93.3680930348423,97.6467207173163
贵州黔南,长顺县,20.2467734118929,25.2251218088085,29.8993479937307,33.082967901565205,31.147893406552402,32.869868296495,35.9706996416197,38.9565923271528,43.285498982996,46.818832396792,47.068097803754696,49.0089239677893,53.541331089253895,59.895636081642,98.6908076464858,100.19864989313501,99.3375895420133,102.02104231895,90.9748477171777,93.6325713472606,97.8998172130686
贵州黔南,龙里县,78.1922936367276,91.093744415395,101.143494224998,110.123397783451,103.150890570262,110.279380616051,123.335582056077,134.288938979171,152.115848990101,166.400266139596,171.961664253322,184.731246460866,201.89072946594902,216.86074136262098,242.009241489703,240.96594507128398,264.73631536361603,276.28301170291303,259.58874116922897,277.267287659503,299.246171512731
贵州黔南,惠水县,68.6278669329499,68.8651273570929,90.3030898090584,98.22782444847459,95.7997992367943,105.271101866733,117.532169759246,125.55153184293799,140.832022332141,152.594712996952,156.250106853483,165.29310784073,180.57962299863698,196.146164808916,227.04836108851302,231.182238516062,250.720863373778,249.92644544224197,224.132626844666,222.50713302123398,267.16175447996096
贵州黔南,三都水族自治县,9.44021336996234,10.2425980562765,14.117735983549002,15.163026954884101,14.1838364831653,14.781715920317302,19.815254599089897,21.259168955674802,24.7257622395746,31.0124744508665,36.682492064878105,41.0820234666701,48.0441198803713,53.3922225124557,57.803401550052,57.3527625650938,55.7339611291824,54.823867852896,49.852474202464904,48.7586257284701,50.565493145594296
海南海口,秀英区,94.2116355391633,89.3408530353858,87.8537947316553,84.9734198821554,83.2334732486488,81.79797073868271,81.95676899318039,83.09772520581889,87.8797201424894,90.8057485148305,92.95252720388369,97.9043655736202,100.78124424495401,113.07197398246001,164.21890746245,159.099047419818,190.609598495093,248.16217256656202,261.378230097666,302.866201849591,391.70891973343197
