城市,区县,2005_SMAPE,2005_差值,2005_差异水平,2010_SMAPE,2010_差值,2010_差异水平,2015_SMAPE,2015_差值,2015_差异水平,2020_SMAPE,2020_差值,2020_差异水平,平均差值,平均SMAPE,平均差异水平
四川成都,青羊区,0.3633357367838125,56.69666944338559,20.59992616540077,0.6857532176972579,130.0908887995992,89.21024558742133,0.07510157452870539,18.839670093166376,1.4148888875981565,0.6510993758898931,121.85258603296508,79.33814271663306,81.86995359227906,0.4438224762249172,47.64080083926333
四川成都,金牛区,0.36333573678381237,99.26601967364701,36.06689239572095,0.6857532176972578,221.34867646498986,151.7905671188961,0.07510157452870533,32.035242309021214,2.405897137816091,0.6540312518187779,207.29117228211925,135.57490489865643,139.98527768244435,0.44455544520713836,81.45956538777239
四川成都,武侯区,0.3633357367838124,121.45122029499379,44.12756860917468,0.6857532176972578,269.228125022509,184.62405302878517,0.07510157452870533,38.87364918532876,2.9194722614947133,0.662278469528771,252.46199766661994,167.20014542882518,170.50374804236287,0.44661724963463667,99.71780983206995
四川成都,成华区,0.36333573678381237,95.91377443663461,34.84890190265102,0.6857532176972579,211.0887946312359,144.7548201382057,0.07510157452870526,30.577243323325717,2.2963991183291017,0.6620471772764329,199.32960192303645,131.96560030078132,134.22735357855817,0.4465594265715522,78.4664303649918
四川成都,龙泉驿区,0.3633357367838124,146.7596307644892,53.32301857393595,0.6857532176972578,354.96984718588135,243.42171489322206,0.07510157452870521,54.231718258091064,4.072887430579769,0.6674823520750912,412.2292053038321,275.15571955024745,242.0476003780734,0.44791822027121664,143.99333511199632
四川成都,青白江区,0.3633357367838124,61.20450232421291,22.23778294645446,0.6857532176972578,184.280716291427,126.37109415640155,0.07510157452870526,28.407952373758008,2.1334819524056967,0.5861799145691989,180.82275445883022,105.99466676084434,113.67898136205704,0.42759261089474365,64.18425645402651
四川成都,新都区,0.36333573678381254,129.44663750625358,47.03258941252174,0.6857532176972579,395.2371253506147,271.0351304625985,0.07510157452870517,61.67593919882336,4.631960144368321,0.636819642606903,439.3002791738448,279.7550467806006,256.4149953073841,0.44025254290416965,150.6136817000223
四川成都,温江区,0.3633357367838124,76.06057050190529,27.635523423506864,0.6857532176972579,221.39280498900598,151.8208283962324,0.07510157452870528,32.78571515359147,2.4622588300843518,0.6496119503280066,240.11773226491707,155.9833483649509,142.58920572735497,0.44345061983444556,84.47548975369364
四川成都,金堂县,0.3633357367838124,58.84127353911401,21.379137474631836,0.6857532176972579,154.36157700847986,105.85394812238815,0.07510157452870535,28.107564063749578,2.110922317354049,0.6151341294500761,207.56585687031858,127.6808426694825,112.2190678704155,0.43483116461496296,64.25621264596413
四川成都,双流县,0.3633357367838124,182.83270451060213,66.42965540153668,0.6857532176972579,577.7747649434053,396.210904164217,0.07510157452870535,90.92136767093916,6.828337870390859,0.5959719984787125,607.8779784660346,362.2782536576024,364.8517038977453,0.43004063187212205,207.93678777343675
四川成都,郫县,0.3633357367838125,105.42915377399316,38.30617926496767,0.6857532176972579,335.99458185893815,230.40936563861155,0.07510157452870528,51.175677793327736,3.843373979852611,0.6094766032589165,351.09612545240674,213.98487395809929,210.92388471966643,0.4334167830671731,121.63594821038278
四川成都,大邑县,0.36333573678381237,43.787402071039295,15.909527993330094,0.6857532176972578,107.3646989312838,73.6256877592252,0.07510157452870525,16.967917824657434,1.2743173451054566,0.6412185114672059,127.1735242448159,81.54601791429947,73.8233857679491,0.44135226011924533,43.08888775299006
四川成都,蒲江县,0.3633357367838124,26.27660552242112,9.547229827666474,0.6857532176972578,62.26534738678265,42.69866232152375,0.07510157452870536,9.73875450573425,0.7313957973291658,0.6426704155581235,69.20187245386553,44.47399612732603,41.87064496720089,0.4417152361419748,24.362821018461354
四川成都,新津县,0.3633357367838124,46.4421304419655,16.87408568194146,0.685753217697258,143.99137386468541,98.7425479483569,0.07510157452870535,24.418506362842948,1.8338682754887157,0.6426608279924806,177.80491763493464,114.26825558840191,98.16423207610713,0.4417128392505641,57.92968937354725
四川成都,都江堰市,0.36333573678381237,86.36716300079465,31.380276802821342,0.6857532176972578,211.13292315525197,144.7850814155419,0.07510157452870528,32.69051666995392,2.4551092740704266,0.6604897916325447,240.13851905666897,158.60904041468717,142.58228047066737,0.4461700801605801,84.3073769767802
四川成都,彭州市,0.3633357367838124,78.40297788801635,28.486603736987377,0.6857532176972579,201.0495554175628,137.87037954419688,0.07510157452870528,36.96348748711091,2.776016110354125,0.6945111401616209,276.3662125435736,191.93941337578616,148.19555833406594,0.45467541729284916,90.26810319183113
四川成都,邛崃市,0.36333573678381254,51.97021187318778,18.88263522175552,0.6857532176972578,122.63316824087043,84.09608971758607,0.07510157452870529,19.508364291063344,1.4651088747384269,0.655644184024886,149.76002957544608,98.18929239053615,85.96794349514191,0.4449586782586654,50.65828155115405
四川成都,崇州市,0.3633357367838124,73.47871702743592,26.697443789092695,0.6857532176972579,187.3255844485414,128.45912229260668,0.07510157452870525,30.663113397523375,2.302848096106242,0.6530920614105686,240.79504425722587,157.26133183140072,133.06561478268165,0.44432064760508605,78.68018650230158
四川德阳,旌阳区,0.6762342690614673,200.5556635255908,135.62261253036547,0.05668998229901067,33.368161638281435,1.8916404926247012,0.4339776176151101,217.26519279191234,94.2882307585217,0.6977377067283036,327.5677135240823,228.55634523252712,194.68918286996671,0.4661598939259729,115.08970725350974
四川德阳,什邡市,0.6762342690614673,85.21177411120571,57.62312178152206,0.05668998229901056,13.08382553209222,0.7417218378176504,0.43397761761511006,91.5747124250453,39.74137553200998,0.758004889601067,163.5804416585749,123.99477462030185,88.36268843172954,0.4812266896441637,55.52524844291288
四川德阳,广汉市,0.6762342690614673,154.3393980889711,104.3695900540822,0.05668998229901057,26.198615879752765,1.4851990704817615,0.43397761761511017,177.2531787656444,76.92391223541959,0.7130600725334009,279.8594221508647,199.5565798580512,159.41265372130823,0.46999048537724725,95.58382030450869
四川德阳,中江县,0.6762342690614673,66.62944746767793,45.057115706274615,0.056689982299010615,11.385524493610205,0.6454451820077143,0.43397761761511006,79.65199160794944,34.56718155631663,0.7453708763688299,143.6182190049998,107.04883776228723,75.32129564355934,0.4780681863361045,46.82964505172155
