城市,A1997,A1998,A1999,A2000,A2001,A2002,A2003,A2004,A2005,A2006,A2007,A2008,A2009,A2010,A2011,A2012,A2013,A2014,A2015,A2016,A2017,B2005,B2010,B2015,B2020
安徽亳州,613.483422235148,619.089566912711,655.493185066215,697.697476718284,667.6542058004461,719.686804811881,827.518765267786,898.2263629632611,1031.972812853181,1138.452611925848,1185.646162870252,1242.449040265689,1356.956577321123,1508.707445738744,1726.8269634536118,1775.351426592223,1758.1137243047401,1807.24231777543,1675.874781770749,1764.822716091295,1850.713545527433,257,388,506,1006
安徽六安,580.0849865669243,576.67101135178,609.8526031528402,651.4300443006764,624.4598268963235,705.2556477435281,828.9491848523767,927.4443765432993,1096.571241220476,1268.5381970904887,1337.8873520682398,1430.9873461338366,1560.8705564109323,1733.1199440334278,1991.100423494429,2105.133475768418,2094.2450749218888,2103.85220702359,1945.7947268289029,2015.565096214422,2004.0592441184242,507,441,1299,743
安徽合肥,1152.592176805764,1106.894309602598,1146.610327992308,1220.668002951054,1170.681108084698,1313.865151166646,1557.3062159766318,1714.41928437198,2014.566587062407,2316.360864718222,2548.583368587262,2778.757382104405,3032.155074285371,3362.821796896967,3745.6887190396387,3826.96271968407,3811.48562402503,3914.035380861763,3704.31732501059,3913.259139817926,3946.812301155176,1645,1725,4644,4212
安徽安庆,601.4150799348657,609.4230473209615,650.7892323709277,695.4785471413779,672.0696311995349,752.7728722368868,893.3180661589544,972.7049910376096,1143.2629852443556,1266.4586262755854,1371.0995175800936,1468.946119190766,1601.0045928443906,1755.55779418863,1974.5517852735916,2033.6620012679255,2022.2118641589655,2018.2471134353527,1844.2037641153124,1898.978734280385,1849.5684314764694,1623,2262,3245,2462
安徽宣城,482.26592680587305,462.19451815432393,476.1484310035462,508.53831485240687,489.0999873891032,535.0272750848659,643.4574216623798,711.6088167250301,830.4515557185741,937.9145398293083,1068.2496015567367,1157.2753933371778,1264.2221476539555,1410.626843166382,1618.521714618329,1666.8233496165399,1667.6468178741384,1653.2200969529015,1534.8370526920705,1563.3782293230015,1516.2779928316813,341,1946,1994,2307
安徽宿州,824.5203723202467,797.496512580106,847.2186027283701,898.2630369051052,865.9294941760967,930.7077421233216,1063.601103471614,1159.8231574462159,1340.8308185628862,1497.0661682632801,1566.263208816707,1666.828123042158,1816.653484330353,1969.669279457516,2206.95379392613,2290.018419172476,2358.024170043405,2425.588087822434,2250.3443353767752,2344.456228360439,2331.742127729563,410,962,1753,1918
安徽池州,164.5972204892827,167.16680660722244,174.6582881803745,193.70705058548134,190.7010013274122,220.6170083787154,270.30723032336965,307.244251836191,388.1848757447388,444.2131874481462,547.8881473337044,633.502723263952,691.0559522179573,775.3977065755387,883.4593267176231,894.1352870674223,884.1438531683548,878.9160187059058,803.7289017558289,815.9444640126236,780.4278613576374,445,1309,1881,2304
安徽淮北,514.8598063207443,487.0438717381208,505.3164350769215,536.669207174488,514.5279510510447,551.6814601996916,634.2228011089201,692.8583157982771,819.650698495563,951.2069316597001,1062.564129155554,1117.973463695159,1217.918536681596,1312.172276424767,1418.856445627055,1436.848048122551,1415.743276692377,1471.8636874247081,1384.192139657779,1421.410531353684,1392.5117540935198,4321,4912,8942,2999
安徽淮南,706.6435405500439,655.8707604219228,669.9023189729659,706.261444589477,672.994601737683,720.4648646281473,824.8893175019952,901.1845730609284,1043.2646181317848,1213.9354120451444,1290.7148186802146,1361.347597102471,1484.7049325930757,1631.503680224489,1810.291228118617,1832.600982369327,1807.494759045268,1876.046021205477,1719.5795999714928,1754.3665184547197,1710.1120803681501,2515,4608,5717,5353
安徽滁州,926.1563961576672,901.4591526258928,931.2252523497691,996.941219163979,955.0757113244834,1034.0785462843107,1212.911665404321,1321.751027100069,1540.259086618393,1734.924105794826,1829.765152479408,1978.236057389965,2161.259204451557,2414.278679957115,2919.446579373145,2997.495546506461,2986.365046407989,3065.174697638468,2874.755630463304,3026.5849328797613,2986.0779203859047,900,980,1196,2318
安徽芜湖,544.4412779126002,521.680792565086,541.2868094048176,587.4111752678341,566.4310148332108,637.1568885865751,754.6094376179192,841.3604627011788,976.5215219426982,1123.7832069882938,1209.5983263029534,1363.4499291487004,1487.3126909033322,1696.0634945346849,1990.2351352214441,2031.563092143355,1992.859748749664,2041.0865334531031,1951.4649218815389,2030.150064676382,1973.830864797939,1461,2851,4312,6061
安徽蚌埠,579.4675364957468,557.3552646899125,580.7720331444337,615.1936406315574,596.5361880088107,646.9011615236141,753.3893738545909,826.1598138916254,941.8192462237876,1033.9963319394644,1073.8224903460145,1138.675594539284,1241.070342167775,1359.4617454639879,1525.611386306572,1564.628188102926,1542.262237919186,1620.015453075381,1579.7321502104242,1652.776958297332,1604.612051140911,434,988,1635,1533
安徽铜陵,230.77664175455408,217.6609697698469,224.2334030173152,239.46101169603452,232.5166505614639,252.6471374816455,292.1632001526291,331.3650418633246,391.6473515052246,449.5807283352601,468.7700140677512,501.230998688652,545.9119409007576,602.5242701525027,678.1336302739052,689.0935784498079,675.7721932941079,691.1522166935368,641.2584244325475,666.1670957954809,649.8693122998286,1046,2369,3613,4853
安徽阜阳,1062.0141224248819,1034.5078140550818,1084.881878124792,1141.006597314082,1087.241784633946,1165.088999156448,1337.505418338586,1458.079001677957,1667.750544844084,1866.133783291845,1958.1386159536219,2064.636064678776,2249.159740665567,2454.70080697914,2758.827443700317,2822.707079753358,2769.343729335831,2859.33809273493,2712.324494678477,2917.919744402334,2996.638486151394,682,1150,1931,1399
安徽马鞍山,596.2883732832729,553.9832229718612,561.2217762175558,589.2450013644507,561.5618303022009,628.2462511669627,732.9848591920484,813.4850213962366,938.692682290811,1032.394500365823,1069.093978646021,1166.9694799947952,1271.0277608051128,1402.569615156104,1566.424149849028,1591.0816806901962,1565.623402236493,1587.291033523242,1473.295174331965,1498.7682772764178,1433.023953967756,2702,3686,4132,6160
安徽黄山,162.29581567853108,154.88911624918703,170.3740189969353,191.3597531818136,193.05705835854607,231.43574487154973,308.2974916435264,383.2930068085321,494.5914069513445,570.0553240580542,672.8559565478029,712.3401749975741,776.1897204686466,848.1847326093088,918.5756091295955,940.6369806031848,927.6402850611244,904.1108421498071,819.169898379892,818.4994081531239,796.2406025557405,136,142,333,127
山东东营,1860.082695651124,640.4727263571577,1143.717309629578,1051.313836399856,1516.12665414614,1418.172792912138,1787.40225487931,2175.717713976556,2982.137787033165,3212.98236267219,3490.837363575259,3727.184052568815,3871.081843482038,4106.3419163275985,4183.860509745535,4253.597405811605,4020.106509513136,4136.92753175817,4123.837381383733,4311.724081720993,4194.714885849144,1413,2097,2415,2654
山东临沂,2518.85940963523,868.7027558538626,1590.8034707316294,1444.7075897908826,2029.2425044537445,1859.5620961267637,2315.85668055532,2826.153394695902,4026.127219141583,4481.718568810308,4934.692780275952,5271.108179363999,5477.968142787581,5889.303152478871,6053.175361927872,6137.621626015224,5842.657664701314,6153.915671809221,6162.147296696494,6379.175571302733,6521.734134513638,3574,5799,6345,8137
山东威海,1144.364854766376,399.3920820773941,750.907837922648,702.131113643821,1043.317530913946,957.836769038794,1223.049845243272,1541.98309132596,2190.979985493966,2484.747175791223,2736.786893010808,2942.621115400014,3061.500297163116,3286.4293058805238,3419.501089461914,3470.605904247613,3285.671091571187,3348.301014775259,3306.771481291673,3473.42475960325,3480.762697515829,1672,2110,2499,1875
山东德州,2075.474069354954,719.2096635824095,1306.809229847923,1185.6637694429774,1669.384572872145,1531.6500309557598,1893.989861754958,2293.948666248468,3130.8387432475092,3299.698601591568,3509.854866778942,3751.531036244929,3898.840560340623,4107.631700203552,4168.458027908565,4223.877314871203,4042.341422929913,4212.027027893575,4167.834633227334,4318.32362953604,4371.0912150186405,2934,3999,5338,4736
山东日照,720.5541300263402,251.40062123543277,468.5056573994319,427.1330016142947,607.2528380925596,573.0725956617066,739.154920338412,925.541639334667,1304.822063645018,1471.580206976635,1623.137429895664,1741.953613501666,1814.990824043301,1951.652969136615,2002.803028102717,2062.6770026349977,1960.7720318059319,2005.065760330773,2015.268984991166,2088.03140298133,2044.365320273724,1733,3875,3516,5690
山东枣庄,1212.196457580751,416.7595563396007,739.3758743904164,669.8241472540392,932.5169109534604,846.629314680644,1044.8846280142293,1291.6065409042058,1818.674584597129,1959.796795255849,2145.407228761378,2312.0811123362528,2401.815821880551,2545.103526945114,2614.188481603986,2635.936480326887,2490.452651676843,2581.1305885541587,2528.276415690822,2608.414955636299,2578.037851128842,7054,4821,5058,7113
山东泰安,1615.4617788141682,552.163636593315,986.239496998224,896.9878401691581,1260.432915775788,1157.529948440538,1434.783899054564,1767.5083280207991,2428.1861318210067,2623.821313273047,2811.071589198248,3005.322180948684,3119.764985332269,3289.518788188044,3315.827074290286,3354.443841486654,3172.731396917712,3307.902922975549,3252.629115730386,3406.8375627056303,3478.0153134244424,4191,3969,6596,4705
山东济南,2709.928132108718,927.7689196123087,1674.4809063892217,1532.3518556281067,2163.514701326553,2024.6112087502668,2526.6154039021662,3126.093251961945,4365.510854293231,4762.8055471544485,5102.460794932642,5468.641351567463,5691.25238685669,6022.33086154537,6093.077697914868,6152.481671485429,5818.230576722315,5971.163634872569,5957.896601220694,6181.36978059489,6156.732963648889,4976,7941,6260,6805
山东济宁,2303.5033373119954,790.8991035011234,1437.63050552239,1308.631330299449,1833.7383860238215,1735.2137888527272,2144.547890919618,2614.0029365170194,3613.1343750900382,3867.2356919492513,4213.295492082989,4525.974672157636,4723.245833806706,5043.504879591122,5169.859541959923,5275.436955299065,5012.193613014428,5316.308640055513,5302.484499906449,5444.217385797604,5441.380789937363,11598,7694,10090,7317
山东淄博,1983.831685328872,675.9554992986486,1199.0623553192395,1089.3025035728097,1560.919236280676,1461.680962293638,1841.94797503269,2274.7746673603583,3158.653987787048,3439.7523068668906,3675.811690654331,3917.575810534327,4069.513743170105,4276.533398005912,4294.470145393455,4326.417669284479,4080.1493166782893,4159.144713148274,4101.973784612832,4220.477363790715,4142.791359317104,3804,9542,7639,7255
山东滨州,1630.2530572837109,556.7702350025118,998.881713150271,917.2579479715555,1337.312555274448,1248.213779790064,1569.8016611102362,1958.516883701802,2722.0817232375166,2985.6491669962297,3240.116811134897,3489.835428011672,3630.210585957601,3875.260637714676,4029.865715706932,4123.088754436122,3922.2842783991064,4101.5576325846905,4158.936864299847,4371.764117005622,4353.153900708464,1731,3292,15960,12827
山东潍坊,3147.118080094469,1073.768176207176,1915.06008020562,1741.7211066914242,2479.0814110449255,2296.913573627235,2895.304876633596,3604.746621116976,5023.875572129701,5708.23540304868,6241.906789604342,6697.681499222001,6983.434965240726,7488.09524913334,7697.84816907282,7824.387803605272,7420.083846114239,7642.547350834696,7616.735675417427,7902.047410159419,7833.446542144294,4930,7455,7235,9226
山东烟台,2669.08443475965,918.9206611094478,1693.4704158205907,1568.9177262777253,2262.17712524469,2096.372211900918,2669.3775809889553,3275.375285085354,4547.980741061075,4961.584341649952,5336.104405720722,5732.653094148163,5956.104886368226,6300.864188803886,6415.749183883444,6497.55488184527,6208.18142060148,6323.028608703274,6247.298618988764,6483.5984273884305,6371.640197981768,3453,4687,6208,6891
山东聊城,1619.521437582659,556.9915910299667,1017.2637258651392,924.0778859733919,1300.225088888534,1204.0127290729997,1478.120597452379,1791.575963319044,2453.554011358761,2629.6007632546853,2819.713556640465,3024.8714577622322,3143.116648174128,3318.4039480146603,3369.630675560937,3418.233304968491,3229.1300697456772,3520.323959886845,3568.8082273455047,3783.47228757248,3808.905236902366,2061,3371,4738,6873
山东菏泽,1600.388089299864,552.9234262010652,1023.5481746565474,933.5252548883121,1309.4474791424475,1200.0226882785375,1481.468746807938,1799.9003697391308,2480.0749763300482,2669.909977957111,2882.096141979342,3119.03334819702,3259.331234939812,3495.944198288529,3628.950822979807,3716.400721394959,3513.685715841338,3716.934642322362,3734.349599130786,3973.6874793596503,4096.097344558364,1534,2653,3379,4174
山东青岛,2895.472188518997,998.8122392346679,1852.0899033157166,1717.856066340075,2527.7133573624233,2386.5341905135633,3017.250299031478,3717.1783530167368,5096.590551509719,5620.882445063526,6054.759033587711,6493.971968758683,6752.7800602096,7118.347206368352,7188.425343872404,7269.945009506741,6866.118487261883,6950.361220073991,7032.41628136325,7278.340787253148,7171.938164222454,3774,6519,6444,4307
山西临汾,2550.255738040701,2451.254281270514,2567.0373873343697,2742.814031453298,2692.4575727791466,2958.007715215989,3399.7584374818452,3726.466166492344,4258.206046855298,4687.844103341814,4815.099380620886,5046.367687656598,5435.978138007066,5815.046388229006,6258.854473758548,6327.842204836911,6188.062662025815,6218.601671572555,5781.899942166961,5882.033743209449,5852.215960161771,3981,7364,16591,6901
山西吕梁,1892.3567701633451,1816.6848127645833,1887.0581968319489,2007.1001223310554,1939.697839742313,2128.7874780073043,2483.5026388812107,2766.983218927191,3182.0420373306843,3539.8931939561317,3690.3509756819635,3896.911520492439,4203.6315945907345,4563.986684423765,5063.395699416635,5274.023609336487,5174.7063437702,5171.820207745232,4802.474622248278,4901.40988965162,4904.350971135363,1495,5288,2156,8669
山西大同,1694.0690418859867,1645.6667591222647,1716.9805826436823,1816.7569746699003,1757.052328234321,1909.5902331117193,2196.783021074919,2394.84049555977,2733.0047279635564,3009.313049567387,3146.1700768398873,3304.1088644325464,3572.2807489611146,3879.450836952158,4249.7490472029895,4327.401702332395,4235.908839215792,4250.094790904025,3982.890509477748,4111.178786974603,4136.044572217958,2287,5250,6083,4631
山西太原,1566.150118395202,1517.877782882561,1586.2960467619637,1679.1146036429525,1620.447806394082,1765.1438690890254,2033.2409525090902,2209.673557715214,2538.33345721134,2808.185318160564,2901.959073638204,3036.070896808864,3267.150699331286,3509.2821381579943,3778.5816674134476,3821.3881846756112,3730.636629724259,3848.382710843185,3637.510610821206,3780.612007065291,3888.591599004733,3113,4717,8176,6564
山西忻州,1063.4432741002586,1050.9741287560291,1103.5030919593953,1181.5371411355718,1172.1158334811257,1305.5227093329468,1541.1286218935747,1721.2293116844585,1990.7790535208192,2234.717476923323,2363.626848007982,2497.756698924426,2694.6986742391496,2935.520655027034,3249.9505297227806,3447.5809459041493,3415.964809068459,3437.295456583484,3242.959270333754,3326.288146551895,3318.093844357878,1333,2202,3068,3395
山西晋中,1506.3718892388335,1453.7409642135863,1514.4802841729716,1603.9879646112117,1554.0122603349234,1697.5035476248734,1949.5909097091253,2201.053844799204,2521.2541208506264,2809.223105669788,2916.9853091627283,3084.422183237523,3332.2602918059397,3587.0175649047706,3883.026329127889,4002.663161093748,3923.121280959126,3977.6026558015333,3719.029868811171,3824.527544725218,3844.930235417371,4556,2803,4978,5278
山西晋城,1320.9028470438411,1268.2907800899147,1308.501690070429,1382.46704331816,1325.3257591591764,1430.3025261302,1635.2840304934107,1775.0333012993794,2018.2635195576004,2254.5256819906444,2418.9002774528158,2583.41236263752,2778.54409539093,2970.382811585111,3189.711030175859,3219.910506080285,3152.486948364579,3124.656576217119,2900.610049836524,2958.600334335588,2952.87479699314,1792,3168,2218,4148
山西朔州,717.9592363314682,708.6956909222586,741.235841351922,788.4729347496894,774.1712311062242,852.0220310932489,985.7278680446757,1076.1536228158955,1230.106037620517,1367.0819980177014,1460.8043831236002,1571.0678324987837,1715.984529806953,1916.8937446288157,2169.242096184459,2361.505325270175,2322.309923957325,2337.496144238272,2201.645796198332,2259.25575841634,2236.910177177327,1353,3379,4130,4147
山西运城,1359.485822974916,1333.6931027376668,1442.6507188235355,1532.6475101400938,1488.2593189637294,1652.2599881802344,1895.3217273575856,2092.9290519469882,2413.8864480975926,2708.5577172752555,2836.8145633180266,2973.8808897746885,3202.7915751323726,3441.684913833418,3705.792272127589,3745.408930263424,3662.0784670479807,3721.591370100751,3512.95897190306,3587.8200750961187,3598.3821325830972,3470,8607,6761,7183
山西长治,1139.3823550172328,1099.453701389738,1150.3496609055883,1221.8017577129638,1179.2204945191156,1289.3664382713157,1503.5142877613457,1707.9582761670906,2015.6311461136565,2342.4217719021403,2456.7201564037787,2627.7444032555336,2832.1637597818208,3051.0464384865295,3297.9058960287593,3365.512658202475,3290.5309105905535,3359.4809047488416,3118.199657377853,3199.9805645551965,3281.508356841581,2923,7389,4148,6467
山西阳泉,794.6457213874579,766.2491963399497,793.8381614031707,838.0428279972288,803.2585492382284,868.1182974341313,1000.1791517303536,1098.6165577597571,1248.9679260771304,1394.041912659448,1440.3918200956657,1507.6503911152488,1621.3478924143428,1742.6382108979465,1876.0470025563377,1907.2634418747093,1867.1011169782366,1855.1349358709656,1720.0313083201336,1747.6156097210514,1742.761838856146,2156,2203,2243,2336
广东东莞,1932.2564737196099,1853.6606353536702,2082.12895108118,2228.55870293445,2191.1575355377,2395.4737505335797,2809.21748726359,3067.16066888164,3432.7605678346204,3793.84011772434,3955.24942359408,4106.66537581633,4390.82951679058,4655.67157906808,4870.04110260019,4951.57183590949,4794.78823456997,4772.78661455748,4505.09508391698,4607.50206535733,4402.828007157,3107,4702,6016,4756
广东中山,963.1814483359,930.65510410561,1052.0839557935901,1126.99958110057,1098.16827179752,1210.98621121481,1447.12086162917,1597.9193217664101,1792.93649749257,1994.6963332301902,2102.63205531093,2192.19468790076,2344.26060533495,2497.7973955531097,2631.86972560854,2675.6976671993298,2590.9759807811,2643.3718652942002,2557.4043531982097,2632.88416597342,2542.18227896311,920,954,1475,1925
广东云浮,281.26309150768736,278.835945305738,313.08775792396614,341.8801046727732,335.3526501712006,369.7023737243613,440.0108775210776,488.7294706085564,550.5742149846935,610.4427808302977,653.8012126885092,701.2364866182261,751.270287246143,806.098651554855,882.3236053511359,904.487778820383,885.050714922549,947.317743191766,911.664024505464,958.658991597516,943.890475178057,1527,1152,1901,2153
广东佛山,1745.992445526112,1675.316553457126,1875.18200629644,2025.0644851412,1992.1505873970038,2185.341035910717,2618.985468598746,2900.366472360017,3262.592064256087,3643.7301960167556,3939.537310678031,4124.301079846301,4409.465989640388,4678.4000696985895,4922.95548502801,5006.249957058122,4848.013309564069,4981.531586686384,4811.313391878688,4953.812319005494,4761.148826435939,2830,3773,3094,3336
广东广州,2381.5359991414703,2302.2896248835505,2600.238008829285,2828.0443225902773,2780.7567188721373,3055.0317797467073,3662.172496764201,4043.1386117029638,4560.684422724626,5070.250790048296,5363.461909524441,5603.74069569476,6001.654739004472,6402.192910067206,6830.336264507338,6956.6415262281635,6753.781043333657,6957.728400008607,6727.823157418218,6955.462245245752,6765.4469216956295,6640,5085,5639,5288
广东惠州,994.7548252225724,966.5849160122705,1121.1307660075943,1220.8474813981823,1226.13253326551,1379.2409157567388,1700.0664699637762,1903.2258419357818,2180.315732480883,2481.4500628544333,2735.7628916553413,2865.316284036403,3065.909284708394,3261.045987032261,3565.048473781373,3646.0701190253794,3541.0177320108683,3726.509492482334,3720.606772018611,3902.787195250956,3942.763359558189,693,2014,5304,3533
广东揭阳,533.9940718419247,515.5262641718598,625.4752813168046,669.061495519902,650.331367727862,717.9603181486582,837.790461998527,911.710407172724,1027.316249043399,1132.905968241757,1189.178736282493,1243.615322346094,1330.512995684232,1443.1722576646262,1597.646916370755,1648.8203852223319,1600.945861034475,1813.031152569423,1791.53411678733,1902.707243803567,2047.6759346482222,416,1010,1794,1905
广东梅州,433.8212576842396,435.6221400582902,522.5684460779138,580.211354298616,572.7127662374016,651.3887228131018,776.7498720531783,886.871206008354,1006.5845445606385,1114.9797886767215,1182.28313813752,1246.5460866873095,1333.7739229961699,1419.787209105961,1536.93972523743,1578.953897087982,1542.752052377736,1600.686686765125,1542.196237190909,1628.684491281731,1617.512393026422,1675,2338,2952,2746
广东汕头,723.1284070251232,692.5481976732767,794.8675425637408,852.3093887249885,834.2764300504456,909.784296837122,1063.7051747856854,1161.596408426195,1300.7510143342374,1435.5233786315155,1509.594196752306,1570.293310426102,1680.3430916125444,1786.8996435806,1902.3336235819809,1936.3320672981213,1875.6969576433414,2004.6398459419065,2022.1274072487558,2147.526137173551,2271.84316370143,990,1979,2207,2520
广东汕尾,338.4532834403427,328.4079247439838,389.4778171025536,421.4809550298248,411.7358919415637,454.8612040761373,530.8667125552365,580.5903447891283,656.4700762144332,723.5888885189187,761.8322502931086,794.7994342787365,850.1000675102205,902.3036985567318,969.1144981619658,991.0204209985328,961.8673373468298,1010.6193798114657,1006.1476532415078,1077.624295845244,1155.764792395364,147,689,1610,1676
广东江门,1024.1327321860895,993.1738353611179,1124.1988988873993,1220.1307104501038,1209.3126355380227,1331.390647587906,1586.0754387404647,1757.8151836550392,1978.156189469245,2217.543038451884,2344.388442655576,2450.987994961009,2624.70035416172,2808.638953479485,3008.084726197006,3061.420614176085,2968.599739141084,3171.547193139074,3119.968353931011,3267.000689588267,3226.5795158903697,3212,3049,2797,2991
广东河源,234.18645774562782,233.659680012346,273.2757393845041,301.4267306168891,302.75815909477046,345.4316944828733,449.2004260073686,576.550077235719,665.7535794831678,755.963981639476,820.017964164037,865.5296830018801,927.0688825545946,987.173466034298,1077.830236190885,1102.408620500625,1087.635923815354,1136.940093722941,1109.561602442918,1154.074664188549,1140.285152449698,470,3639,858,908
广东深圳,1572.757271630674,1511.069664189187,1700.326072984266,1814.67748371027,1761.090805903303,1918.827729390711,2238.8082312218285,2447.167972036266,2739.7085491621624,3014.64672890714,3140.321067584661,3259.197380033559,3484.5467686657307,3693.621109049332,3867.1510371731542,3931.9398154810838,3807.560480609065,3789.44690575633,3588.903742844767,3673.426892343332,3504.656112860974,2366,5554,3404,4206
广东清远,507.9633567284621,503.15473276027046,594.6281074982176,667.0977394977702,664.3384464003575,728.904300586065,914.0314494400537,1020.2909737688509,1172.554405815755,1366.4385183237425,1561.4753637478286,1666.7699831002633,1788.081215203652,1918.0760555203333,2142.356169436356,2203.483127684936,2141.782582744575,2208.3516590412987,2139.205813228046,2228.243355452473,2171.782906795746,1912,2640,3251,3938
广东湛江,700.8317903465324,678.4338342862876,762.6659677441576,821.1642182140031,800.1614962415869,874.043581337014,1027.7356807106069,1122.5708015759008,1257.0066820303912,1389.0010525681332,1492.8641622053317,1584.9130534770434,1696.3562486359763,1817.159239857586,1980.362653755011,2043.6974020310229,1986.976716751632,2043.741548912616,2003.255526398273,2101.117842132598,2082.4378365586017,1613,1581,3713,4675
广东潮州,321.4293937083437,310.103896312681,381.8581597704245,411.42652419651824,401.12130111579876,442.8444844346866,535.7542617501554,593.451646647247,669.4727920603141,753.471147102974,811.628319754319,847.536153093029,907.976972929386,971.9567705229631,1030.932063592709,1055.878852991643,1025.467128228511,1085.596679662432,1076.292569634948,1128.694861926905,1162.8180412996912,110,1068,1655,1806
广东珠海,577.831487684577,553.93725066419,600.100993175708,641.1270661050979,623.590581171282,684.942704781891,814.0458159097619,899.121920808564,1008.763770680061,1135.9386522957188,1205.498318558932,1265.2382290263329,1353.5945314620349,1441.0094786071782,1537.706892933828,1563.621856360497,1517.13326161321,1601.268323406422,1570.3209194604951,1646.460847221164,1613.160723536263,1305,2072,2157,2084
广东肇庆,552.6285727060734,551.7651497293297,652.8212824797597,704.0065339337098,687.8007783151412,758.6830727790857,909.777250140809,1008.0142765406471,1140.5052536861338,1278.6970938096665,1432.3799156194143,1512.9218945140756,1621.68283493967,1729.624619612804,1869.244469518955,1907.412595564485,1857.1933934837011,1908.937464998026,1833.8029088433161,1908.42120285746,1873.616580556231,619,2313,1967,3107
广东茂名,569.4994993696549,552.374711651761,612.419592756191,660.5682507241871,643.2137951866823,702.8594790455811,828.5172635260159,904.8250637537288,1012.3667578641696,1110.9785510767292,1160.8082753431695,1211.2235606446507,1295.35327662254,1376.18403846561,1469.166515847814,1520.068187787907,1504.453053306174,1553.1775232219209,1530.09581153314,1645.637329915714,1637.238208465236,781,1078,1679,1398
广东阳江,298.0620355508383,296.3415334724478,338.5081141263214,378.00339669986,377.61145536562765,424.3913415689725,512.4637155865922,565.4555804813406,638.426083945627,711.553419864979,774.2114907724219,818.330745646278,877.954580694327,943.7247796123349,1095.697168067504,1132.53905662907,1107.5108584658801,1190.4044290787,1168.217246434585,1222.308320797855,1201.11543321099,431,1248,1822,2819
广东韶关,443.7008723384332,443.5807865666472,522.7342910984435,569.2732332553508,562.4972916288997,623.9823502059465,760.8085746790404,834.4386663120194,937.3868511819522,1038.3529130515058,1117.4316793931146,1194.1842330794502,1277.7187646786447,1356.69971642127,1431.9790711961396,1457.9600817084297,1420.779578427463,1459.8702992691951,1391.8831486531972,1431.4261249141573,1400.0724276721187,2808,2709,2730,3938
广西北海,395.6408540991947,370.4127037390076,397.304620040911,420.4066817138775,399.9826266663189,425.6762146268215,498.33079845117203,539.3926931651919,621.2467320768974,682.8042514308661,709.4750125138227,775.8920235178653,847.5776241592425,939.5349386906623,1155.378084118945,1180.6261785718839,1292.2739987184432,1447.5398473089908,1370.464818277617,1423.607262855731,1617.862707925906,543,617,688,1133
广西南宁,1028.9921064369241,996.0224912736281,1055.2863728389918,1133.1608324110532,1108.2668585169613,1215.7362128183208,1427.7831535184077,1577.9019858375123,1833.7737210181153,2075.6135710064095,2222.028364448246,2361.3499435678946,2588.0435500587378,2888.291647123553,3476.480360241323,3544.4486322101643,3914.4667711273937,4060.8035448002715,3811.382995837934,3936.159018941125,4354.912109204077,3052,1379,2135,2319
广西崇左,217.22614927164244,206.8101531372121,223.62422647178877,238.58322927902424,238.47733922363724,256.4619136559906,303.73587296153977,348.7727557600758,419.8409854054487,486.1083455691093,570.8529426661651,652.7159588017472,719.9014527548893,825.8115649165499,1058.4068365834005,1086.7066029699395,1203.4184515263166,1183.859817567484,1060.3886517754966,1070.5231419592747,1181.514149934158,355,680,931,1224
广西来宾,469.44692267500966,255.65884263900818,368.57056539694776,358.1565490606028,435.4314316896521,434.2208314308042,523.584603942757,626.111746813817,831.7323693530458,929.4255248999997,1017.5493362405659,1146.576810906543,1213.5086939850976,1307.761944259064,1440.5194847267203,1461.1737206861674,1480.3022614133668,1506.4168191374793,1421.7041381898664,1458.8021079101163,1517.6970386706203,1648,1220,1302,1106
广西柳州,708.817087736216,662.1163725524299,701.4733162006453,737.8064495133867,714.7119049203627,764.9194272471278,883.2323567379422,963.539763229237,1126.273969348774,1261.182867446361,1370.9385226550528,1481.7167433047364,1620.0317381255659,1801.4538078214068,2150.297440502062,2183.6618623315776,2395.942470480073,2512.5592097803487,2281.41427266598,2340.2145372650557,2564.6961720052745,1977,3638,2727,3857
广西桂林,570.8742929887064,537.9939834918822,553.6428377806543,582.5471943568617,570.7560319169979,636.182849997905,755.3476717519274,822.9782202869043,960.9831591471093,1064.5507134987777,1125.3836725451858,1192.492887165523,1305.27098960196,1481.8097064764347,1817.999266357462,1867.3178864020522,2059.741669116661,2087.5380774472414,1901.9387919794858,1973.4048517941856,2171.306606793388,1153,1393,1174,1113
广西梧州,306.3791873889154,294.3282340078198,307.4765052072536,328.2515249855499,317.3963625153379,336.6308404439638,388.1762545246742,432.0066427795633,517.1883893484377,607.4069876022663,651.9546007411773,694.194741319686,763.4257743737289,849.7057131732533,1039.9092497596139,1064.0834079009571,1174.447587838138,1168.150753823122,1040.7484806278835,1055.4215134637025,1154.9733038360646,295,298,314,390
广西河池,278.84959824704555,278.1759896997493,306.29222789394436,324.28102528597003,316.04948496338443,342.75446554549796,413.67210380551023,453.3084460836383,526.7311115520539,580.014915145935,593.8823326194213,635.5363138036453,695.8097872110167,775.8413974042003,930.6167282889023,943.3206022452121,1035.7343985862367,1019.3340728967657,903.9320820848816,909.746960834424,985.6824057674862,604,1563,458,711
广西玉林,578.5558863512904,545.1277750575031,554.6365417332014,583.4938971322065,559.4876009130292,595.2837759252737,671.5622294363739,731.4293775834051,850.2720649636901,951.497319031995,1009.0268838597079,1084.904531231466,1185.029921391507,1311.171429449439,1588.0335047431008,1619.0973323702901,1779.504943356879,1823.774151521401,1711.386462413303,1754.007650032027,1949.558865522065,722,875,1327,1417
