城市,A1997,A1998,A1999,A2000,A2001,A2002,A2003,A2004,A2005,A2006,A2007,A2008,A2009,A2010,A2011,A2012,A2013,A2014,A2015,A2016,A2017,B2005,B2010,B2015,B2020
广西百色,371.5718615630952,353.3669904285886,377.9750363064376,399.38140216592365,393.3415868556955,432.1088299857726,526.1969040565868,573.5295497664965,677.9987751008438,773.8632355079639,844.3826646270845,907.2267613411898,995.7486092376914,1129.78344652522,1404.781987819318,1436.049348705552,1587.7421126927295,1587.985233976701,1410.2325337084794,1420.8127630934632,1544.989736803286,869,2380,2123,3659
广西贵港,446.4479988852607,427.1479853880975,440.8914701238594,462.3583315645975,452.8709075677861,482.418061897916,558.7411471447235,611.1408097570661,712.2905085479849,795.071372289515,834.93743095962,907.602635169977,996.2072682009509,1102.110936294738,1340.103137620214,1369.861431575263,1503.50108630363,1517.306034701285,1366.334469643214,1395.327536235249,1550.317770462224,722,2560,2422,3120
广西贺州,187.5395066400772,179.3220208618526,186.39435920855883,200.13579268629562,193.616981948666,208.02066830004787,241.2983313588081,267.9507118700293,318.5756345414625,352.18682452969836,367.3240760654641,389.47161729930497,428.3633317395045,480.75664888878134,588.0978536281112,598.7690240487525,662.3398656375206,655.4549573693473,588.7401255861893,597.2785401122618,655.3623053310483,175,388,1066,1017
广西钦州,255.82033652972018,253.4659876035654,268.8037253553934,289.97364709885306,284.37785936051307,316.58860874697035,383.2953977510339,425.4626208619212,508.5572686561422,581.8849712950097,652.7823852648429,740.7588756388649,817.257852693205,917.184065042966,1140.4546072916169,1163.428742769097,1279.054957921802,1284.033180687838,1186.800882981153,1194.92671191471,1296.115590779049,304,769,3250,1789
广西防城港,137.4151701529071,128.2965645558916,135.906030989429,143.3618859499544,137.3548394566607,148.5400437473032,177.862787093096,197.096495179276,233.3311953445228,270.8393820449532,296.3468594722069,343.6150101872553,380.9524789056705,438.1037316777619,554.8335491873702,597.1825447311528,658.870301123966,607.3182477272246,555.3689800002369,567.262655051102,635.662892729656,54,941,1469,2764
新疆乌鲁木齐,827.5887766312451,694.637422608798,743.2933407112434,762.3994036940297,750.419824796049,780.394513670332,890.0873060238379,981.6339042561061,1220.2883691311758,1369.7370722260785,1456.626506184406,1634.6686282634907,1762.8391609457456,2061.238031270503,2802.476624756126,2756.205052368244,3209.0355727907913,3069.4644210130677,2651.9387811925776,2487.603986305744,2632.9477597011382,3656,5077,5488,6299
新疆伊犁,368.5236915811243,326.93899348885986,350.8327641046573,372.5080032055977,384.06070146700233,417.0940269093473,490.234386487948,546.0738774612355,690.5974305532256,788.37657730001,889.0627695667342,1007.1558322274166,1107.2302006251764,1325.2913091312214,1861.0649192022552,1891.9943682923463,2246.260192094554,2466.2610650966462,2379.4362355718504,2482.527110721149,2797.5909943004294,790,819,2346,4815
新疆克孜勒苏柯尔克孜,13.68231083191516,14.293820563884958,17.681470857173,25.378645712598782,25.299640138709872,32.09279016675948,44.068734847937705,53.98558841901095,70.1434805057055,80.26930205061461,92.47427289443038,107.09105736006933,115.6172345200601,133.61235409347051,190.0013190802103,218.23097159274153,262.7487812833034,262.0124661433387,243.1406895141511,251.84623405822128,284.2470681236868,43,227,190,598
新疆克拉玛依,494.3268014395968,416.8541063932982,425.01766576555406,453.491233816492,470.5624133011491,494.038151628602,572.8724826264192,631.1609898441848,787.976944351448,906.7185234957491,999.5172346579045,1133.8382860429235,1228.496869068171,1401.539544495366,1875.7419071804977,1772.709025215996,2061.932385171049,2152.3822644922443,2037.801847235873,2107.332538820405,2365.9101712787033,1100,1140,3904,1532
新疆博尔塔拉,102.07811941101251,95.66571166600131,101.5074658886822,105.60042409208677,109.49560794873275,119.69086067439633,154.9411626604395,177.894707117409,248.0190194014506,286.3131834620375,321.6639888407763,364.6094880670009,391.909862313587,456.5997011537807,631.9385621527113,636.0103123111921,744.7373396078522,781.2211546616254,745.0710807020603,788.079501471734,903.651831529854,141,243,442,1422
新疆吐鲁番,538.9684264576838,458.76182452468856,479.29481355812464,493.1331798637242,487.9462708058598,511.1836148683783,578.0241946370911,639.5518134777112,802.3364655690225,902.4847451105835,984.2258234960899,1103.366864539063,1181.732110483878,1387.704537961965,1827.856092317631,1728.367912922992,2004.834520538946,1921.8465862911319,1740.3520250037518,1707.503425450556,1886.102305274137,428,878,1347,1729
新疆和田,64.03051399172135,54.48370807480835,61.9403450995557,63.90627142118727,65.66831602562868,84.53003344127227,126.43291582837696,181.65092981836764,288.844549933639,335.22116414105085,421.6602503973294,499.1211490964066,547.11236647421,669.9079208568571,1042.037592003926,1090.112481002029,1280.4342509025907,1287.7238486725328,1205.4912548772609,1232.2181251585725,1390.4936046038847,234,260,577,792
新疆哈密,165.55819565087532,140.5405917781983,146.6126956559658,149.6160774684933,152.65114767583205,167.20802011687354,199.74736139538612,224.59900230071528,288.87306934022826,337.0714821019758,365.4597780906355,414.3414944538806,448.1491923728019,541.8340179319031,785.7328369597465,827.620579959492,1012.786084580699,1016.293881662396,939.377120162939,948.4705478857709,1048.6658839495149,550,574,3459,6394
新疆喀什,272.9834246513719,245.227210766651,289.7479740465775,310.3010703008417,316.24096286768383,346.5852970122232,407.6384311430208,483.8130414918039,639.3052778028649,751.7935959200369,889.1617431017627,1076.9938308490518,1170.8059483482016,1363.037299625082,1889.3338260085986,1942.9104737282528,2304.344096482852,2385.8072039567323,2292.0992599975093,2398.8151060490704,2746.279185809125,681,724,1483,1799
新疆塔城,349.30330396010095,314.00473940534414,343.427153261772,363.658442516207,362.8823518281039,386.5165477326821,456.1319493130073,509.5518351996053,642.1857378683559,721.1222236186104,792.6625464495293,896.3339554672978,975.7827814668925,1155.8680860365048,1600.0772341416707,1578.1319923690692,1855.2954287636553,1960.1836773272003,1872.684758384087,1948.6242213864743,2213.604909803188,724,1373,2093,2511
新疆巴音郭楞,854.1895234965771,755.1656897652501,822.0412025933463,850.0314123254956,840.2167534835686,885.2128775900954,1022.5884961224549,1141.521857625535,1441.7273015916542,1666.5249370262297,1896.6298517402452,2189.3661215261673,2349.6544936005816,2716.510205665981,3659.7669167226436,3523.795410380729,4105.992799761088,4197.107330602478,3914.1740735701937,3990.7794963426836,4461.744798218522,954,1109,1327,2215
新疆昌吉,592.7877584812514,524.4711423225478,598.143368190704,638.5241260481947,642.1224775212697,685.369548556921,815.1925806989548,911.1787239944299,1145.3678880218079,1303.909658667085,1461.5586873466307,1680.633058408941,1823.8648169674484,2143.224902785157,2974.7456295669044,2993.7868167880724,3504.9399408761146,3619.0181462819387,3406.970831982642,3498.503260653047,3905.2216167444676,1318,3817,7748,19021
新疆阿克苏,324.3314035033299,307.5743574035964,367.4194924894037,427.016839770894,469.6727955280618,523.0816122720845,662.1582889463501,795.5795256713839,1055.788431925683,1298.9702505510572,1471.2745893685385,1738.9477872580057,1899.0729060665183,2362.516429172296,3408.858952977854,3450.0539222454804,4291.060136501735,4403.903459201745,4127.626210392874,4228.030865032056,4739.041569835767,836,1239,2667,3328
新疆阿勒泰,147.89925389736908,125.81501699419567,135.77566513060194,157.34203181641905,161.9830565608678,176.03798045421541,209.5661662909821,238.4565746651753,315.880947380034,369.6558950070696,414.5671470536611,495.61087074463484,562.4129166821587,693.6409626111001,972.3932852355716,956.9020508222101,1112.9923748039066,1136.2654825696113,1060.211619938524,1089.505233201484,1220.1065794404253,187,387,315,659
江苏南京,2331.566482192188,2061.888013187135,2215.5432029910417,2324.479942808981,2322.213923343973,2598.777258670427,3139.9607236172697,3481.050025788279,4153.214240537339,4604.1413404209125,4972.432021006904,5364.501083615581,5691.488402123412,6173.3416802375095,6926.20664763707,6996.682437636319,6956.502462606502,7145.604920809668,6839.678769806862,7007.449058595886,7017.188749413585,4221,8460,8326,10396
江苏南通,1822.662058187258,1612.3474055927895,1734.473134349744,1816.8742994011998,1807.255859915245,1987.914209684797,2342.384649754319,2627.793675936603,3177.859251048204,3671.428573090748,4180.630371739345,4610.331338650295,4906.260643194982,5390.954699127356,6184.11417998094,6379.494767650579,6384.094036859577,6421.510178277898,6100.926515479676,6186.932340829989,6063.146012815336,2623,4306,5470,4605
江苏宿迁,760.5818103470497,703.3172906153376,782.9382670791864,825.2385469527491,844.635312860917,932.0220604465579,1117.617351953851,1250.226948938434,1533.771956181231,1816.564996802049,1986.744047410679,2102.416872405538,2238.271471572546,2436.438869725777,2781.581963588529,2844.1972231185937,2864.980538919676,2994.0186264129707,2837.6161571127286,2971.105407150373,3007.190669537827,488,819,933,1166
江苏常州,1084.9079067991431,965.3376982455097,1047.137685950505,1103.3621066962792,1100.6187382073242,1291.4030229165842,1612.6514274682456,1881.1195227681574,2262.3035449020995,2711.9205765873803,3043.110509984568,3378.175453071905,3584.836462080406,3928.482471952414,4387.186750609078,4434.759085659098,4406.605199160793,4422.012452984734,4206.801692916905,4356.086663860069,4330.89507625789,3420,3880,3909,5334
江苏徐州,1821.529761570188,1618.8614201277217,1778.2797624947057,1868.6591800627566,1872.137007913597,2023.5555338440686,2375.89179335189,2639.3700193965788,3131.124464776563,3500.164122017054,3795.0925759222573,4069.468667427751,4327.124141099722,4719.664752410634,5317.887189135243,5398.131691950301,5352.4978028106925,5593.195472178026,5311.8794468282085,5462.234311621996,5468.48546668574,6774,8231,8966,9388
江苏扬州,1284.946975814678,1142.982603104937,1229.9523404437318,1295.4620643152061,1294.6988147812672,1448.448503544368,1750.822823767212,1952.047307384217,2346.171243175023,2688.408738820991,2998.204051778932,3211.384561182002,3407.609600905701,3722.103027954885,4194.876954991837,4261.233112219399,4228.586515446331,4247.875819468717,4095.386368566091,4236.388234451535,4195.352179235919,2059,2849,3098,4152
江苏无锡,1671.283785764529,1480.5091490825841,1588.1877432313154,1671.1666576862929,1685.742872584858,2031.4551193677048,2590.241398908033,2953.3647271942027,3614.3833979099886,4256.33145908771,4612.65983793267,5117.975280434037,5428.4870147834,5914.359580523632,6600.84710089742,6648.732515519633,6578.457627228692,6568.43033538564,6218.458327849642,6318.948809736669,6248.295325776448,5731,8415,6297,8360
江苏泰州,1143.353982798721,1041.1627902236976,1147.1690789211918,1211.0101644817464,1216.3505027162719,1344.9223564188221,1603.006938064791,1781.1420110683641,2143.02362448607,2450.787636238653,2714.900611023249,2961.6962552727728,3143.895186408513,3451.4502425676037,3968.0476436069202,4041.476896391145,4026.632032099017,4049.571433194849,3846.3246326026283,3950.5011407811608,4000.0277990242753,886,2420,3201,3869
江苏淮安,1013.6850516884406,924.3030869096373,1018.1447682985487,1076.7651101660229,1080.0021732965379,1186.1994683386501,1449.092818512764,1605.8819774008,1901.744668816394,2133.584473404076,2269.5742905035,2416.849328645273,2570.80621094252,2848.831286914664,3301.349006635509,3402.613962057123,3382.5998580900978,3419.793048331474,3252.259167970816,3327.655058569791,3333.9039692584593,1503,2229,3551,2673
江苏盐城,1454.3860782281868,1306.9002343964012,1427.6713487634001,1500.636959097506,1493.2321766840205,1633.336080518613,1961.990742097475,2179.890794573741,2617.487920566566,3016.380507038804,3269.1806934170518,3498.425261512677,3727.864428124542,4191.072899603959,5050.707988005804,5257.0876503696745,5266.0289614260055,5301.239865644099,5118.950866290467,5342.820881383207,5401.470483356563,1714,1431,3726,3641
江苏苏州,2701.659728326802,2422.366953128734,2656.639561586966,2821.977914585807,2885.2057661777258,3588.748728711426,4835.982299176198,5582.0474953401135,6899.392768028265,8221.290631793168,9070.536720343065,9755.89758776364,10349.219468427456,11388.36220234144,12754.081892778779,12869.192772180513,12756.740517373008,12960.090773027854,12531.170813196546,12821.513658985477,12681.315766067888,9193,14574,13238,15790
江苏连云港,998.7135741960815,900.8845299469509,1020.669832587127,1082.266068185016,1081.195975688901,1178.471924605004,1398.318393199735,1553.2622344009071,1856.943003249625,2132.872689252944,2386.927310893362,2548.379560201326,2713.147558242723,2948.680486564882,3290.027592616978,3335.668359884278,3323.0052265233758,3414.5337707440613,3237.91014360896,3349.125291348609,3397.561451981277,1208,1461,3338,3736
江苏镇江,945.341864517445,842.2583991325599,916.9868081837242,961.7327614437279,961.8023229427073,1107.0459081281347,1347.4942540238042,1513.4345323716811,1810.548106332688,2038.320201047894,2253.840468213328,2462.568659417123,2617.126567744849,2908.5378382583012,3273.307684175438,3322.601271948598,3312.751399314928,3397.190581682431,3233.391606648774,3343.819610293816,3399.581403204936,3687,3538,5058,5885
江西上饶,670.9489787439983,658.4718468809215,695.8175370563448,736.0955497529749,726.0612261075036,781.5033993237367,889.2276192801176,1019.9305215771715,1214.1570604603958,1351.4843948434402,1430.3022261911324,1533.2241534566633,1680.4860490931837,1855.556504242772,2197.058944463901,2273.282270928008,2471.7771765421735,2532.718733260588,2315.8540036361437,2370.8411880562244,2633.3848261434855,667,1783,2312,2647
江西九江,731.7571939523294,698.5021450559868,716.8400598640757,757.4147994825238,716.3234744130693,741.2324045402283,838.2620248022351,911.5450052452917,1059.3948645980754,1189.9680089801554,1243.9827108814627,1341.5826180674492,1469.3734176489988,1659.5488040137236,2064.127096700801,2143.008097496825,2432.3699178899087,2530.7498400863246,2342.4480572270195,2431.421766053473,2682.71072838889,1458,2356,2868,4862
江西南昌,1160.2650854985318,1075.5788621236443,1078.161757301171,1129.3872544228598,1077.4110558062157,1189.470949255555,1454.7523525855274,1606.6344752993487,1832.1900196686067,2045.624921086408,2181.1675203699656,2289.6539338416087,2507.704259074734,2752.6393478544933,3153.4479280008845,3190.6278626341605,3451.474355449353,3538.220745171668,3276.951083159442,3410.140283497747,3822.048404715537,1129,1205,2032,1996
江西吉安,412.8307735628051,405.8318950691675,433.2923741890636,459.0422089494263,449.9925765615868,479.85127562038014,546.8557644158144,596.2659540434389,687.2462811469924,775.6316607292786,822.5583147478019,891.3566907276877,976.2073372068899,1102.7112218479372,1303.7389194869338,1333.5323167983795,1482.7036353069557,1517.516007564674,1368.9550716903727,1390.3091412523356,1505.7680965415227,1053,1218,1616,1467
江西宜春,648.9376716763998,624.8879236230708,636.9684571344799,668.406931861657,633.9705627513249,680.9154034644862,861.7421089790373,965.9319157020191,1125.8627156150483,1265.2067032654236,1348.2875279274535,1431.2174493369016,1567.0008565509313,1729.1444256731213,2030.8122801739644,2067.2443544757884,2277.792623849883,2321.4296612781773,2098.876012590088,2143.597873376416,2393.6481444293145,1694,2343,3911,3649
江西抚州,302.7214533157768,292.62196253425617,302.6124569130655,317.43878318895526,306.9086288101921,352.035612732501,442.07013385423915,476.2070312279851,549.725642673627,614.2947707569331,674.878926192695,759.5227485975229,834.8621165988716,934.1859867186123,1126.5646679578501,1154.3385263324549,1260.7669081273136,1294.670364560652,1210.7369226847984,1231.6295401350385,1350.9750088597805,227,313,1037,1468
江西新余,277.4902667970424,255.3440491553044,252.96947068194808,263.3169605800782,253.99490614577272,293.8887708200914,344.5357057590288,366.34110367885216,421.2650582422287,477.9078096251102,517.7600546176368,557.0711361881109,609.9368117935624,670.5431048769145,762.843814795697,767.0924822422941,825.827534854178,830.348757095978,751.5800086994,764.2259872639901,832.046744755453,1545,2654,2094,2588
江西景德镇,280.6573613391426,269.5647039352285,288.3954514665955,300.8679118082606,283.16297444627037,291.36064725868243,335.8572824897597,380.9510635605788,442.1031825387509,487.03218408117567,503.3214684407051,528.3157188454339,580.1322811672503,644.9847753786277,749.1740989235069,761.5016688668954,821.0951255659709,843.6422365841185,779.7736205921062,803.6624833622552,885.414680627896,640,946,1825,1854
江西萍乡,221.1687688566876,208.43278898995322,212.20628621329817,225.9840471332197,222.4093449652188,245.0490032576476,309.96013082416835,355.7112657582602,406.87879061195434,445.68829720155776,453.6833147407799,473.8366054773598,518.7463468851643,562.392162298229,638.9978260853708,647.6710641868898,702.7848933608019,732.5858280507351,659.9201843906234,666.2928063966556,740.943881715928,1492,1807,1467,2073
江西赣州,838.1979630214245,815.2612053543095,892.3151975796076,959.4873699304429,950.1198886450975,1130.0712319498807,1334.9348642127243,1426.2184590854642,1631.5235499936566,1830.7683396324162,1927.6247708434573,2075.1673065060295,2285.5280785791633,2523.2315579401898,2984.336353198814,3071.3708802662654,3399.9043626451594,3507.1981959597992,3238.993097906631,3303.2792243542417,3636.643198203514,1162,1331,2059,2939
江西鹰潭,238.4558265656529,221.08410156156657,227.6352331076642,237.8307665852081,230.1588782162418,237.6883603222179,275.47663465078523,312.12407647656266,355.6483032110158,401.9511317760863,428.481953531754,456.105629288424,509.45967086324197,563.735426774701,655.73708893485,670.445406907265,729.277539749922,742.228792131973,675.109851279678,691.752600429015,764.067577806601,595,536,861,865
河北保定,2731.9308791017384,2521.1374044419435,2756.1047563450397,2908.2536796306345,2937.5471429283025,3197.396496234037,3648.6103362134795,3999.0740169847827,4743.4137401168955,5267.597559389967,5714.983019742918,6174.071508876021,6523.154294438414,7143.98063221024,8157.786681244568,8231.44554891908,8176.733725960712,8399.23496407429,8063.760157738833,8442.900719738698,8580.95271199766,2255,3272,4312,4066
河北唐山,2966.5386637430033,2702.5355030309242,2884.3576042277705,3032.2319824944757,3046.9449858372996,3290.7642034253754,3925.449412827518,4452.946948520579,5422.001384453786,6130.918416744243,7016.37227162465,7618.4746224156,8125.990974802333,9023.378102214143,10328.370403065159,10425.851142363526,10338.126591087352,10599.197966880321,10225.581585395432,10422.40334686219,10206.043456121057,17701,30326,17071,28347
河北廊坊,1908.4636592897639,1784.279367684783,1972.6034819462523,2091.618386836788,2101.304949867671,2268.8775914833645,2598.2231183926415,2855.8396414749145,3394.9670253490685,3793.901398220963,4150.237379476377,4479.792751222,4740.930720130751,5253.362781154128,6009.698347900014,6096.377227602631,6063.173224033585,6275.411362405014,6142.64553627448,6403.226680064736,6407.711461895313,939,2331,1876,2083
河北张家口,1114.4378460366147,1035.0928920734395,1135.3374711771871,1199.4476751774873,1224.5302973103217,1317.4967786455788,1519.6564487444052,1672.2323530617773,2007.312500225327,2220.8722111634793,2476.0622512484797,2747.7737010468572,2974.9985892690347,3335.0047460389183,3869.3543286209833,3992.5137225081908,3967.778765098001,3899.3250348132715,3664.581765232699,3643.639627316097,3572.8909251031,3511,3377,5568,4550
河北承德,593.4767743173597,553.9436818953086,597.7198610639579,638.8142727329589,650.6929203947777,707.6452105340078,833.4202311130433,937.3204320047255,1168.402184902396,1335.33212433415,1509.4439999584276,1690.7307695777367,1808.4105611800471,2025.8185358630105,2431.7883719446936,2507.0460178942203,2506.950557919352,2480.3843298203283,2349.0810971110277,2326.3216631316354,2268.599539851059,1482,3819,3916,5573
河北沧州,2723.3379326898325,2511.260482739223,2741.198207965677,2874.5163932482064,2866.1714410275545,3075.0161327300193,3510.6715497092905,3870.3803205645827,4575.659985940656,5034.0521866031495,5373.115909010406,5806.339712453394,6143.080952712309,6715.577978391901,7672.402577766729,7770.961665405558,7708.188992108321,7800.60916851199,7567.674244092584,7846.747515853296,7975.413921136481,1067,2413,4318,4685
河北石家庄,3331.2615003372275,3079.629855155864,3378.9961541933126,3545.3561896781407,3528.3597832811047,3814.131044502795,4354.612849122721,4818.257342569962,5732.408345141593,6383.9408534307595,6813.039371273244,7390.659452549664,7810.027479970012,8626.96825501114,9861.351387228387,9979.655585139086,9893.498038834705,9984.144198697051,9488.747320054452,9524.811394554532,9495.18042364957,8923,7632,12171,9418
河北秦皇岛,1026.489274290715,937.1314003504781,1003.1571494699523,1058.1338847536708,1054.2725378760458,1127.913795639951,1321.0319923599552,1473.4904439845593,1748.7815774272049,1966.23522839054,2158.604692316215,2339.812297888298,2487.733583536512,2752.428168316655,3193.386343759344,3234.492101399671,3207.9547169074517,3176.826972903359,3051.72434938204,3098.083629203276,3153.010912325507,1720,3494,2549,4711
河北衡水,1196.2977909077758,1092.3563649582188,1173.7047249400398,1229.1700999885752,1220.9331945981905,1311.3297585993053,1504.2539005999033,1652.2272120872549,1954.9646475299112,2154.163267307002,2283.400193214126,2477.125159001912,2620.8105410181643,2855.799608914239,3272.894634831996,3352.5373670367,3331.820760047355,3375.980922237278,3216.412979347027,3345.825041818172,3372.605159776746,1019,1129,1388,1134
河北邢台,1904.206316076578,1744.7008277770406,1908.9903074251354,2001.0350178182866,1993.2847207633197,2143.877464846229,2445.233102369093,2693.8241895946308,3205.5569715899583,3524.91289467982,3706.41037040444,3998.2105954805393,4224.099761477796,4639.74205877139,5405.273073929354,5531.470109732857,5474.754581489032,5485.995959630519,5197.527514692793,5379.59548584728,5482.409218734975,4402,3998,3215,5120
河北邯郸,3063.643653796673,2798.867373526032,3003.5207304939436,3144.0567702915814,3110.63666407213,3320.8996153665335,3782.5921655713028,4157.90637493357,4913.3614331397675,5386.612670903406,5668.458147240584,6146.774890934281,6489.787004713926,7108.814714918346,8145.9489440301295,8235.332269800821,8163.072568630385,8228.613505639856,7781.645328834108,7783.939551470414,7729.725722226772,10261,14299,11835,13613
河南三门峡,675.6516426533535,638.6667350438057,683.6241199643741,728.1997498941946,710.352749149635,787.3651395899772,899.85539900025,978.5671977492927,1140.048949242283,1267.0026009994426,1354.1436400958914,1450.594775552481,1555.256474827458,1696.635989836346,1923.1971856912896,1945.320904791514,1940.245136743434,1895.330263220728,1756.8947934805997,1764.3238192920846,1705.1624741703051,1956,2305,4407,2407
河南信阳,596.1338293527742,604.9298309951414,654.3744441324587,693.292440413635,680.8308306656896,772.7424862284254,894.8242441872992,988.6201649962766,1173.1905624561603,1337.3916343882993,1493.283198895768,1598.7708017699856,1715.326146189245,1889.9633842324758,2198.333490323749,2227.9382854398827,2217.757293283139,2190.1491888538335,2029.8676558525221,2038.4052638729868,1979.6556800198562,992,1725,1758,2147
河南南阳,1464.2146444175064,1470.5577558852947,1556.2104314142953,1660.5164432442364,1624.5304804069924,1779.2579318136616,2057.6701872451763,2252.942466830401,2661.880264582394,3018.269038168774,3247.102887087952,3516.2613576656067,3770.5967203107357,4128.680931048002,4691.45089303085,4810.370872810918,4837.812916692235,4832.970788857749,4553.21500133036,4588.956857414358,4527.122762940835,1939,3348,3261,3323
河南周口,1008.6485695496327,1003.0506119945942,1077.943410519826,1141.134752380885,1111.3882715490652,1226.3447732808725,1416.152866561544,1548.117763180752,1814.379324226693,2061.819234010344,2260.178652132316,2424.4829075649773,2599.2102375796107,2844.288093720222,3244.123652794685,3278.3686519304,3262.21721695246,3408.233160360742,3247.924797524801,3408.685190270279,3551.698380864501,970,882,911,1112
河南商丘,906.4394937062063,907.9010109969855,1000.2779766268479,1068.801678647448,1050.5766550312374,1200.9209375226676,1411.500400820536,1538.966231593344,1809.667353368393,2065.119866003221,2228.0248705413433,2379.880803955428,2553.198423458473,2803.464859747544,3248.102031628793,3314.641342014861,3349.77359455692,3522.24011852885,3319.549003052367,3423.441347293697,3472.9591584590553,2967,1450,5162,1994
河南安阳,1351.394110907278,1263.7065171809188,1331.106899404294,1401.4971857518458,1364.7994700325166,1474.0297818941929,1687.6007998925543,1845.9834593876844,2137.8369601311183,2356.137811271568,2469.127755579474,2634.323408169152,2830.383880080148,3104.711100388281,3602.9106071232372,3715.048214809467,3716.832840118497,3782.6641639001946,3669.225344129246,3877.721288271597,3790.322177020472,3242,4787,3923,5681
河南平顶山,1212.6731436340049,1147.8563231196867,1199.512375696223,1263.6079711268444,1226.3381367837094,1327.1558089829728,1526.423517748624,1680.942347976186,1985.7688097041753,2362.5923805020857,2498.1772081785425,2711.423996118238,2907.175025759335,3187.4768649239036,3624.6869965309807,3686.3396647523205,3662.350211852459,3731.742017726573,3466.9800883908506,3545.6641782890147,3477.209408830571,5561,4929,9632,4082
河南开封,760.9974319906215,725.0973362455949,778.6420401147764,821.5199467302855,800.3916542264215,865.0894374793456,990.1637262520738,1082.8005949943365,1266.1448966608,1408.294099420495,1536.9709508062679,1646.38548021987,1765.653354057146,1934.331057407659,2202.276971097907,2239.689089017195,2237.454858887014,2378.371691134563,2241.306077525003,2413.834910288695,2482.490377905021,1054,1556,1650,1227
河南新乡,1410.0674488766388,1336.7351719223598,1406.523474292336,1481.4161505267516,1436.9101441736902,1580.9046392926612,1865.2961386983586,2078.3774917112346,2507.1743122874063,2855.5112072310762,3073.714755588739,3322.870048888746,3563.0862965010656,3886.7885012632023,4392.897990173078,4452.358366215897,4431.56808849316,4494.499132003957,4226.943659611605,4337.683696786538,4254.748704466784,1932,3520,4318,4319
河南洛阳,1324.857897940229,1259.30482857432,1325.433971204752,1400.993494797383,1374.6106465346654,1506.733361928506,1742.2041575040807,1932.4233005698397,2306.2504640138845,2721.3588535649915,2871.680986643877,3104.2051033982857,3329.6263526777393,3652.2025908870655,4215.231966976243,4343.399567775965,4339.89058900704,4366.767626831457,4107.819113772008,4215.310715625465,4147.82312888741,5056,4847,7718,4845
河南漯河,453.2651596533895,443.4736428406123,479.6598626007512,505.2172906893427,493.3430778986335,539.5064277509796,618.6877794893801,678.7418588041592,789.5820258343042,883.7870020633676,926.0743390248356,988.097887675315,1059.271981614841,1156.793026037697,1314.365631833114,1331.11273457376,1322.18162877928,1357.841437255209,1377.081336347468,1435.346165531127,1480.762173821793,527,768,877,577
河南濮阳,977.6770397546595,911.4870512355885,957.2884977131749,1008.2213938514948,979.5266486200233,1051.8361962846466,1201.2919002665208,1305.9451135935672,1506.2074119678527,1649.9248104250391,1711.848150683713,1812.103756392598,1942.956021639461,2115.128548307224,2412.2585978068737,2443.2875929151296,2431.147587325122,2524.0087077150147,2440.084807023084,2506.1997861379677,2528.9721588633,384,925,1198,1032
河南焦作,1016.4898463989939,956.502403407234,1002.6429057739722,1057.812057822785,1026.579047640843,1139.8089844889696,1306.459265388853,1425.1893742132493,1646.0785469194839,1836.3004969562176,1934.779353818,2056.3089381400514,2204.680365565774,2407.26495836609,2726.759914061024,2755.880077299637,2742.04781605863,2778.476813173861,2632.358310747679,2709.258218570875,2660.9868253320856,3655,5000,4040,2965
河南许昌,870.6390694808372,828.2909176999922,889.0682716409218,937.1093890985769,910.4359312099905,988.687178149826,1137.942628374417,1250.918345504813,1478.138494654058,1698.016241017566,1807.602818938153,1953.7747537513292,2095.3665835699057,2304.724954069141,2673.365882340112,2716.581731204253,2699.299907726814,2741.120625108532,2586.262552998469,2653.016649418798,2699.148016281852,2181,2323,3442,2305
河南郑州,2136.445189449323,2017.2952946947883,2124.939619378204,2237.5631167125534,2203.6550609663122,2469.2387266080805,2902.417309871308,3222.828447249452,3905.3671195561546,4673.841596670514,5028.937251548565,5390.349507896942,5780.198425509506,6329.218027506747,7334.839341875368,7457.503243950454,7430.208128827808,7515.4536708395135,7127.22602329316,7463.44110884309,7436.0043343404905,4263,6016,7055,5479
河南驻马店,730.3740669978422,738.9633585015268,798.315929216006,846.4908073818798,838.2074050988197,953.9781154190587,1110.7311136334015,1219.9363938138165,1458.8622502337428,1693.664296612143,1856.7168369727208,2007.8944610599883,2153.781582367175,2361.062882445754,2710.253131705474,2775.195020904262,2778.544192044535,2879.066343884454,2778.725570428125,2885.444618300737,2991.884028446614,767,2005,2390,1822
河南鹤壁,435.22114033979915,409.5679839571905,430.1559469566572,453.70344307373773,442.8140457629378,488.974580281254,565.8155719210193,615.4258019328042,710.9214214103449,787.8486321370481,819.6942845460602,872.5269856147022,935.9260252503558,1028.7268411683415,1174.494207560296,1213.6398808472688,1210.4922408339012,1277.537251793019,1186.1649804830909,1213.7390689090714,1203.4802784052717,1375,1711,3270,1719
浙江丽水,333.0649894565315,320.7081577461273,357.2520261077217,396.5896746591248,393.57788977906563,452.28182725478973,592.8467114465817,654.6977092640581,766.2385785738397,874.8826800418353,953.4675380176889,1031.0141579983242,1113.8135793613044,1184.111504166524,1248.1315807781723,1293.3563632668925,1212.2263393434093,1243.5963965126025,1163.5830445750378,1193.106366108575,1143.0665931489218,402,557,733,441
